client_id,cutoff_date,target_next_recurring_merchant,confidence
C000740,2026-01-01,none,0.5783
C000742,2026-01-01,mobile,0.4736
C000744,2026-01-01,none,0.589
C000751,2026-01-01,software,0.2742
C000753,2026-01-01,software,0.3784
C000755,2026-01-01,gym,0.4072
C000760,2026-01-01,insurance,0.5521
C000762,2026-01-01,insurance,0.5673
C000767,2026-01-01,software,0.37
C000768,2026-01-01,mobile,0.4932
C000777,2026-01-01,software,0.3763
C000782,2026-01-01,cloud,0.5372
C000784,2026-01-01,streaming,0.4191
C000789,2026-01-01,insurance,0.5509
C000796,2026-01-01,music,0.3997
C000801,2026-01-01,none,0.6922
C000809,2026-01-01,cloud,0.4365
C000813,2026-01-01,none,0.7522
C000814,2026-01-01,gym,0.4755
C000816,2026-01-01,software,0.6991
C000817,2026-01-01,none,0.3674
C000820,2026-01-01,none,0.3874
C000824,2026-01-01,none,0.7122
C000830,2026-01-01,insurance,0.4294
C000833,2026-01-01,software,0.389
C000834,2026-01-01,none,0.6922
C000839,2026-01-01,none,0.6922
C000846,2026-01-01,software,0.2865
C000847,2026-01-01,software,0.3683
C000848,2026-01-01,none,0.7322
C000852,2026-01-01,software,0.3747
C000861,2026-01-01,gym,0.5969
C000863,2026-01-01,gym,0.6537
C000867,2026-01-01,software,0.6804
C000870,2026-01-01,streaming,0.4103
C000871,2026-01-01,software,0.3935
C000872,2026-01-01,none,0.7322
C000876,2026-01-01,software,0.7073
C000882,2026-01-01,none,0.3874
C000884,2026-01-01,gym,0.6762
C000888,2026-01-01,none,0.6922
C000890,2026-01-01,cloud,0.7784
C000893,2026-01-01,none,0.3209
C000900,2026-01-01,none,0.3376
C000906,2026-01-01,music,0.6869
C000910,2026-01-01,streaming,0.4608
C000915,2026-01-01,insurance,0.557
C000918,2026-01-01,software,0.6599
C000919,2026-01-01,insurance,0.4331
C000924,2026-01-01,software,0.3789
C000925,2026-01-01,software,0.3794
C000928,2026-01-01,software,0.3964
C000934,2026-01-01,gym,0.5214
C000935,2026-01-01,music,0.676
C000939,2026-01-01,streaming,0.6238
C000940,2026-01-01,none,0.7122
C000945,2026-01-01,software,0.3774
C000953,2026-01-01,gym,0.6637
C000955,2026-01-01,music,0.5445
C000961,2026-01-01,cloud,0.7814
C000962,2026-01-01,mobile,0.4448
C000970,2026-01-01,mobile,0.4543
C000976,2026-01-01,mobile,0.4353
C000978,2026-01-01,gym,0.6786
C000982,2026-01-01,software,0.6672
C000984,2026-01-01,cloud,0.6781
C000989,2026-01-01,mobile,0.4537
C000991,2026-01-01,none,0.3576
C000992,2026-01-01,streaming,0.4968
C001001,2026-01-01,gym,0.4264
C001003,2026-01-01,gym,0.5071
C001007,2026-01-01,insurance,0.6247
C001009,2026-01-01,music,0.4098
C001011,2026-01-01,cloud,0.7442
C001014,2026-01-01,mobile,0.5022
C001015,2026-01-01,mobile,0.7297
C001016,2026-01-01,cloud,0.5077
C001042,2026-01-01,software,0.363
C001044,2026-01-01,software,0.6729
C001047,2026-01-01,insurance,0.4086
C001052,2026-01-01,none,0.7522
C001053,2026-01-01,insurance,0.6333
C001057,2026-01-01,none,0.7122
C001058,2026-01-01,insurance,0.5398
C001069,2026-01-01,gym,0.6358
C001071,2026-01-01,software,0.3896
C001076,2026-01-01,cloud,0.5423
C001079,2026-01-01,software,0.5164
C001081,2026-01-01,insurance,0.5616
C001087,2026-01-01,none,0.7122
C001089,2026-01-01,mobile,0.4817
C001094,2026-01-01,software,0.377
C001097,2026-01-01,insurance,0.4206
C001101,2026-01-01,software,0.5174
C001103,2026-01-01,software,0.3694
C001105,2026-01-01,software,0.6907
C001114,2026-01-01,music,0.5539
C001116,2026-01-01,insurance,0.4127
C001117,2026-01-01,software,0.4979
C001124,2026-01-01,insurance,0.5508
C001126,2026-01-01,software,0.4978
C001127,2026-01-01,insurance,0.5597
C001131,2026-01-01,gym,0.6567
C001142,2026-01-01,streaming,0.4168
C001144,2026-01-01,none,0.5908
C001150,2026-01-01,insurance,0.5525
C001155,2026-01-01,none,0.3674
C001162,2026-01-01,mobile,0.4558
C001166,2026-01-01,mobile,0.7519
C001169,2026-01-01,none,0.3274
C001178,2026-01-01,none,0.7522
C001179,2026-01-01,none,0.7322
C001189,2026-01-01,software,0.6823
C001196,2026-01-01,insurance,0.414
C001198,2026-01-01,gym,0.6541
C001199,2026-01-01,none,0.6922
C001200,2026-01-01,software,0.3913
C001208,2026-01-01,streaming,0.4557
C001212,2026-01-01,none,0.4074
C001213,2026-01-01,none,0.6122
C001226,2026-01-01,software,0.3502
C001227,2026-01-01,none,0.7322
C001228,2026-01-01,none,0.5945
C001231,2026-01-01,none,0.6722
C001233,2026-01-01,cloud,0.7478
C001235,2026-01-01,none,0.3874
C001236,2026-01-01,gym,0.661
C001240,2026-01-01,cloud,0.5315
C001242,2026-01-01,cloud,0.7343
C001245,2026-01-01,none,0.6722
C001250,2026-01-01,software,0.5159
C001253,2026-01-01,none,0.4009
C001261,2026-01-01,gym,0.6545
C001264,2026-01-01,software,0.6975
C001273,2026-01-01,none,0.5939
C001277,2026-01-01,none,0.4209
C001278,2026-01-01,cloud,0.7809
C001295,2026-01-01,none,0.5833
C001298,2026-01-01,mobile,0.4682
C001302,2026-01-01,insurance,0.5234
C001303,2026-01-01,none,0.7122
C001305,2026-01-01,cloud,0.5396
C001313,2026-01-01,mobile,0.7533
C001314,2026-01-01,cloud,0.7584
C001315,2026-01-01,software,0.6935
C001325,2026-01-01,software,0.7054
C001329,2026-01-01,mobile,0.7301
C001334,2026-01-01,software,0.6701
C001341,2026-01-01,none,0.3674
C001342,2026-01-01,software,0.6979
C001346,2026-01-01,gym,0.4142
C001349,2026-01-01,music,0.6808
C001353,2026-01-01,cloud,0.4073
C001372,2026-01-01,cloud,0.5431
C001375,2026-01-01,none,0.7322
C001376,2026-01-01,mobile,0.4556
C001381,2026-01-01,none,0.4074
C001383,2026-01-01,none,0.7122
C001384,2026-01-01,software,0.6882
C001387,2026-01-01,music,0.5364
C001390,2026-01-01,software,0.3789
C001392,2026-01-01,mobile,0.7112
C001393,2026-01-01,none,0.4409
C001395,2026-01-01,streaming,0.3878
C001396,2026-01-01,gym,0.4045
C001398,2026-01-01,gym,0.6539
C001401,2026-01-01,none,0.4074
C001405,2026-01-01,mobile,0.4798
C001411,2026-01-01,none,0.5664
C001412,2026-01-01,cloud,0.7468
C001418,2026-01-01,software,0.3688
C001426,2026-01-01,music,0.5385
C001429,2026-01-01,insurance,0.5293
C001430,2026-01-01,none,0.3176
C001431,2026-01-01,mobile,0.4696
C001434,2026-01-01,none,0.3474
C001435,2026-01-01,none,0.7322
C001443,2026-01-01,none,0.7122
C001447,2026-01-01,gym,0.652
C001455,2026-01-01,software,0.4836
C001464,2026-01-01,software,0.3735
C001476,2026-01-01,none,0.3674
C001478,2026-01-01,none,0.7322
C001479,2026-01-01,none,0.6722
C001480,2026-01-01,streaming,0.6498
C001481,2026-01-01,streaming,0.6327
C001483,2026-01-01,software,0.6615
C001488,2026-01-01,cloud,0.4281
C001490,2026-01-01,none,0.3474
C001491,2026-01-01,none,0.7322
C001494,2026-01-01,music,0.662
C001495,2026-01-01,none,0.7322
C001502,2026-01-01,insurance,0.5407
C001507,2026-01-01,cloud,0.7722
C001511,2026-01-01,mobile,0.7269
C001512,2026-01-01,gym,0.3974
C001519,2026-01-01,none,0.6922
C001521,2026-01-01,none,0.3874
C001522,2026-01-01,none,0.5494
C001523,2026-01-01,music,0.5641
C001528,2026-01-01,cloud,0.4398
C001529,2026-01-01,mobile,0.7371
C001531,2026-01-01,streaming,0.4531
C001532,2026-01-01,cloud,0.439
C001537,2026-01-01,streaming,0.4431
C001542,2026-01-01,insurance,0.4138
C001547,2026-01-01,music,0.5309
C001551,2026-01-01,none,0.7522
C001556,2026-01-01,insurance,0.5439
C001557,2026-01-01,none,0.561
C001559,2026-01-01,insurance,0.4574
C001562,2026-01-01,mobile,0.5204
C001563,2026-01-01,insurance,0.5492
C001565,2026-01-01,software,0.6837
C001588,2026-01-01,none,0.4074
C001595,2026-01-01,mobile,0.5029
C001596,2026-01-01,none,0.5801
C001597,2026-01-01,software,0.6796
C001598,2026-01-01,cloud,0.7775
C001609,2026-01-01,insurance,0.4085
C001610,2026-01-01,none,0.7322
C001620,2026-01-01,mobile,0.5194
C001629,2026-01-01,gym,0.539
C001630,2026-01-01,streaming,0.6106
C001632,2026-01-01,insurance,0.5506
C001633,2026-01-01,mobile,0.7502
C001643,2026-01-01,none,0.3874
C001647,2026-01-01,software,0.7012
C001649,2026-01-01,none,0.6922
C001653,2026-01-01,mobile,0.4997
C001658,2026-01-01,cloud,0.5283
C001661,2026-01-01,none,0.5846
C001663,2026-01-01,none,0.5957
C001669,2026-01-01,gym,0.4324
C001677,2026-01-01,gym,0.6517
C001683,2026-01-01,insurance,0.6293
C001687,2026-01-01,software,0.688
C001689,2026-01-01,gym,0.6615
C001693,2026-01-01,streaming,0.4143
C001698,2026-01-01,streaming,0.4711
C001701,2026-01-01,none,0.4409
C001709,2026-01-01,none,0.54
C001714,2026-01-01,cloud,0.7451
C001716,2026-01-01,software,0.3835
C001726,2026-01-01,none,0.5789
C001727,2026-01-01,insurance,0.6155
C001729,2026-01-01,mobile,0.4122
C001731,2026-01-01,mobile,0.7294
C001745,2026-01-01,insurance,0.545
C001747,2026-01-01,none,0.7122
C001750,2026-01-01,cloud,0.7675
C001752,2026-01-01,none,0.7122
C001756,2026-01-01,software,0.379
C001759,2026-01-01,insurance,0.5369
C001763,2026-01-01,gym,0.6512
C001767,2026-01-01,music,0.6429
C001769,2026-01-01,insurance,0.5606
C001770,2026-01-01,streaming,0.6453
C001775,2026-01-01,none,0.7122
C001776,2026-01-01,mobile,0.7516
C001781,2026-01-01,none,0.3674
C001783,2026-01-01,mobile,0.5016
C001790,2026-01-01,none,0.5845
C001798,2026-01-01,insurance,0.4134
C001800,2026-01-01,music,0.5268
C001804,2026-01-01,streaming,0.4616
C001805,2026-01-01,cloud,0.5098
C001807,2026-01-01,software,0.3638
C001822,2026-01-01,mobile,0.7039
C001825,2026-01-01,none,0.6522
C001828,2026-01-01,mobile,0.6999
C001831,2026-01-01,gym,0.663
C001833,2026-01-01,none,0.7122
C001839,2026-01-01,software,0.3943
C001842,2026-01-01,none,0.5908
C001847,2026-01-01,none,0.5749
C001852,2026-01-01,insurance,0.5416
C001853,2026-01-01,mobile,0.7222
C001858,2026-01-01,software,0.3662
C001868,2026-01-01,music,0.5635
C001872,2026-01-01,insurance,0.5649
C001877,2026-01-01,none,0.6922
C001878,2026-01-01,streaming,0.4189
C001885,2026-01-01,gym,0.6735
C001890,2026-01-01,software,0.3885
C001901,2026-01-01,streaming,0.4548
C001905,2026-01-01,gym,0.6372
C001906,2026-01-01,mobile,0.7315
C001908,2026-01-01,none,0.4209
C001912,2026-01-01,insurance,0.5949
C001913,2026-01-01,software,0.3563
C001915,2026-01-01,none,0.7322
C001916,2026-01-01,cloud,0.7684
C001918,2026-01-01,cloud,0.5177
C001919,2026-01-01,mobile,0.5012
C001925,2026-01-01,software,0.7083
C001927,2026-01-01,music,0.4043
C001941,2026-01-01,streaming,0.6414
C001944,2026-01-01,none,0.7522
C001945,2026-01-01,none,0.6922
C001946,2026-01-01,none,0.7522
C001957,2026-01-01,insurance,0.6249
C001959,2026-01-01,software,0.4959
C001961,2026-01-01,cloud,0.5149
C001963,2026-01-01,gym,0.662
C001967,2026-01-01,none,0.6722
C001969,2026-01-01,streaming,0.4535
C001972,2026-01-01,cloud,0.4936
C001976,2026-01-01,none,0.3874
C001977,2026-01-01,mobile,0.7304
C001979,2026-01-01,gym,0.5979
C001981,2026-01-01,insurance,0.5568
C001985,2026-01-01,gym,0.665
C001986,2026-01-01,none,0.7122
C001998,2026-01-01,gym,0.59
C001999,2026-01-01,cloud,0.4747
C002001,2026-01-01,none,0.7522
C002006,2026-01-01,music,0.6847
C002007,2026-01-01,none,0.7322
C002011,2026-01-01,cloud,0.6687
C002016,2026-01-01,none,0.7322
C002018,2026-01-01,mobile,0.7287
C002027,2026-01-01,streaming,0.459
C002032,2026-01-01,software,0.4641
C002036,2026-01-01,mobile,0.4903
C002043,2026-01-01,software,0.6935
C002047,2026-01-01,mobile,0.4638
C002052,2026-01-01,insurance,0.5414
C002054,2026-01-01,gym,0.5849
C002058,2026-01-01,mobile,0.4764
C002060,2026-01-01,none,0.5645
C002063,2026-01-01,software,0.471
C002070,2026-01-01,mobile,0.7518
C002077,2026-01-01,insurance,0.4232
C002087,2026-01-01,none,0.5816
C002092,2026-01-01,mobile,0.4481
C002093,2026-01-01,music,0.5429
C002099,2026-01-01,gym,0.5185
C002102,2026-01-01,music,0.4099
C002106,2026-01-01,none,0.5861
C002107,2026-01-01,music,0.5462
C002110,2026-01-01,gym,0.492
C002112,2026-01-01,mobile,0.471
C002114,2026-01-01,none,0.4009
C002120,2026-01-01,software,0.3423
C002131,2026-01-01,gym,0.4077
C002132,2026-01-01,gym,0.4092
C002135,2026-01-01,music,0.5459
C002152,2026-01-01,none,0.5921
C002155,2026-01-01,streaming,0.4653
C002164,2026-01-01,software,0.392
C002170,2026-01-01,software,0.3955
C002179,2026-01-01,software,0.3873
C002181,2026-01-01,insurance,0.5315
C002182,2026-01-01,insurance,0.5384
C002192,2026-01-01,music,0.6834
C002193,2026-01-01,software,0.6986
C002201,2026-01-01,streaming,0.4351
C002203,2026-01-01,none,0.5782
C002204,2026-01-01,software,0.6031
C002208,2026-01-01,none,0.3674
C002209,2026-01-01,software,0.377
C002213,2026-01-01,streaming,0.6281
C002214,2026-01-01,none,0.5907
C002219,2026-01-01,mobile,0.7268
C002220,2026-01-01,insurance,0.5475
C002223,2026-01-01,none,0.6122
C002226,2026-01-01,none,0.3576
C002228,2026-01-01,mobile,0.731
C002229,2026-01-01,mobile,0.4659
C002230,2026-01-01,mobile,0.4745
C002233,2026-01-01,streaming,0.4706
C002237,2026-01-01,insurance,0.6354
C002239,2026-01-01,gym,0.635
C002240,2026-01-01,none,0.6922
C002246,2026-01-01,software,0.661
C002249,2026-01-01,software,0.6857
C002253,2026-01-01,insurance,0.5278
C002255,2026-01-01,mobile,0.5199
C002257,2026-01-01,none,0.7122
C002260,2026-01-01,none,0.7122
C002268,2026-01-01,none,0.3074
C002271,2026-01-01,none,0.4609
C002272,2026-01-01,mobile,0.5119
C002279,2026-01-01,none,0.4074
C002283,2026-01-01,none,0.4209
C002284,2026-01-01,mobile,0.4709
C002302,2026-01-01,insurance,0.5292
C002305,2026-01-01,software,0.6856
C002322,2026-01-01,mobile,0.6473
C002324,2026-01-01,insurance,0.5487
C002325,2026-01-01,cloud,0.7797
C002327,2026-01-01,insurance,0.5518
C002329,2026-01-01,mobile,0.4626
C002332,2026-01-01,streaming,0.4755
C002337,2026-01-01,cloud,0.5095
C002343,2026-01-01,software,0.289
C002344,2026-01-01,music,0.3899
C002347,2026-01-01,none,0.6722
C002350,2026-01-01,streaming,0.4578
C002356,2026-01-01,none,0.7322
C002364,2026-01-01,mobile,0.4797
C002369,2026-01-01,none,0.7522
C002374,2026-01-01,none,0.4409
C002384,2026-01-01,mobile,0.4725
C002391,2026-01-01,streaming,0.4508
C002400,2026-01-01,gym,0.4896
C002411,2026-01-01,music,0.4088
C002415,2026-01-01,software,0.6994
C002422,2026-01-01,insurance,0.6287
C002423,2026-01-01,none,0.3874
C002425,2026-01-01,streaming,0.5287
C002427,2026-01-01,gym,0.4072
C002432,2026-01-01,gym,0.4309
C002433,2026-01-01,insurance,0.4774
C002435,2026-01-01,insurance,0.5621
C002436,2026-01-01,gym,0.3987
C002437,2026-01-01,insurance,0.5396
C002440,2026-01-01,music,0.6737
C002444,2026-01-01,mobile,0.454
C002445,2026-01-01,software,0.3783
C002447,2026-01-01,gym,0.6624
C002455,2026-01-01,gym,0.6787
C002464,2026-01-01,none,0.4009
C002466,2026-01-01,music,0.683
C002468,2026-01-01,software,0.6992
C002471,2026-01-01,none,0.5579
C002472,2026-01-01,none,0.3376
C002473,2026-01-01,mobile,0.4718
C002475,2026-01-01,none,0.5763
C002478,2026-01-01,gym,0.4285
C002480,2026-01-01,streaming,0.4709
C002481,2026-01-01,gym,0.6531
C002482,2026-01-01,none,0.5838
C002483,2026-01-01,insurance,0.4544
C002494,2026-01-01,gym,0.6529
C002504,2026-01-01,mobile,0.455
C002506,2026-01-01,none,0.6722
C002507,2026-01-01,software,0.3844
C002508,2026-01-01,none,0.7122
C002517,2026-01-01,none,0.5784
C002518,2026-01-01,cloud,0.5416
C002525,2026-01-01,mobile,0.7354
C002532,2026-01-01,none,0.7122
C002535,2026-01-01,mobile,0.7156
C002536,2026-01-01,music,0.6809
C002537,2026-01-01,streaming,0.6308
C002543,2026-01-01,gym,0.6502
C002549,2026-01-01,insurance,0.6387
C002552,2026-01-01,software,0.3832
C002560,2026-01-01,insurance,0.4638
C002562,2026-01-01,mobile,0.5047
C002570,2026-01-01,software,0.3961
C002572,2026-01-01,none,0.6322
C002574,2026-01-01,music,0.4132
C002575,2026-01-01,music,0.5502
C002577,2026-01-01,software,0.3808
C002579,2026-01-01,gym,0.5683
C002580,2026-01-01,streaming,0.5339
C002582,2026-01-01,gym,0.4497
C002583,2026-01-01,none,0.6722
C002584,2026-01-01,none,0.7522
C002586,2026-01-01,cloud,0.5417
C002589,2026-01-01,software,0.3796
C002596,2026-01-01,insurance,0.5263
C002597,2026-01-01,none,0.7522
C002600,2026-01-01,music,0.6669
C002601,2026-01-01,none,0.7322
C002602,2026-01-01,insurance,0.4205
C002603,2026-01-01,streaming,0.6133
C002607,2026-01-01,none,0.7322
C002609,2026-01-01,gym,0.6647
C002613,2026-01-01,none,0.5934
C002616,2026-01-01,software,0.3983
C002618,2026-01-01,mobile,0.7489
C002624,2026-01-01,music,0.6811
C002633,2026-01-01,cloud,0.7769
C002639,2026-01-01,none,0.3474
C002645,2026-01-01,none,0.7122
C002646,2026-01-01,software,0.396
C002661,2026-01-01,software,0.455
C002664,2026-01-01,none,0.6922
C002670,2026-01-01,none,0.3576
C002672,2026-01-01,mobile,0.4665
C002673,2026-01-01,streaming,0.5372
C002676,2026-01-01,none,0.6522
C002710,2026-01-01,software,0.3459
C002712,2026-01-01,mobile,0.7039
C002717,2026-01-01,software,0.3844
C002723,2026-01-01,software,0.665
C002726,2026-01-01,software,0.3915
C002727,2026-01-01,none,0.7122
C002730,2026-01-01,mobile,0.7171
C002743,2026-01-01,none,0.3874
C002750,2026-01-01,none,0.5785
C002752,2026-01-01,mobile,0.7362
C002754,2026-01-01,cloud,0.521
C002759,2026-01-01,software,0.3806
C002761,2026-01-01,cloud,0.4368
C002765,2026-01-01,streaming,0.4595
C002774,2026-01-01,none,0.6922
C002777,2026-01-01,none,0.6922
C002781,2026-01-01,insurance,0.5493
C002782,2026-01-01,none,0.6922
C002791,2026-01-01,insurance,0.5599
C002792,2026-01-01,music,0.5434
C002799,2026-01-01,gym,0.6623
C002803,2026-01-01,mobile,0.7249
C002806,2026-01-01,software,0.3641
C002807,2026-01-01,cloud,0.7694
C002815,2026-01-01,insurance,0.5545
C002818,2026-01-01,gym,0.5236
C002819,2026-01-01,insurance,0.5353
C002823,2026-01-01,mobile,0.502
C002827,2026-01-01,software,0.3794
C002828,2026-01-01,none,0.5945
C002830,2026-01-01,none,0.7322
C002831,2026-01-01,cloud,0.5223
C002832,2026-01-01,cloud,0.4375
C002837,2026-01-01,mobile,0.3644
C002841,2026-01-01,software,0.3857
C002848,2026-01-01,none,0.3474
C002850,2026-01-01,gym,0.6716
C002858,2026-01-01,software,0.2747
C002867,2026-01-01,none,0.5582
C002868,2026-01-01,none,0.7322
C002872,2026-01-01,none,0.4409
C002873,2026-01-01,none,0.7122
C002875,2026-01-01,insurance,0.4468
C002882,2026-01-01,none,0.5876
C002897,2026-01-01,none,0.5881
C002905,2026-01-01,none,0.5678
C002911,2026-01-01,gym,0.4883
C002915,2026-01-01,software,0.3958
C002917,2026-01-01,none,0.4209
C002921,2026-01-01,gym,0.6486
C002922,2026-01-01,insurance,0.5305
C002923,2026-01-01,insurance,0.5456
C002929,2026-01-01,none,0.3274
C002938,2026-01-01,gym,0.659
C002944,2026-01-01,none,0.7522
C002945,2026-01-01,gym,0.6628
C002946,2026-01-01,none,0.3874
C002947,2026-01-01,insurance,0.5161
C002950,2026-01-01,software,0.6811
C002952,2026-01-01,gym,0.5357
C002954,2026-01-01,mobile,0.5016
C002959,2026-01-01,none,0.5708
C002960,2026-01-01,cloud,0.5394
C002963,2026-01-01,mobile,0.4567
C002969,2026-01-01,software,0.694
C002976,2026-01-01,none,0.4074
C002978,2026-01-01,none,0.5765
C002980,2026-01-01,software,0.2858
C002981,2026-01-01,insurance,0.5521
C002984,2026-01-01,none,0.7322
C002991,2026-01-01,insurance,0.544
C002992,2026-01-01,none,0.3576
C002993,2026-01-01,gym,0.6526
C002995,2026-01-01,software,0.6659
C002997,2026-01-01,gym,0.4765
C003012,2026-01-01,gym,0.5719
C003018,2026-01-01,software,0.3706
C003021,2026-01-01,software,0.6857
