client_id,cutoff_date,target_next_recurring_merchant
C000420,2026-01-01,gym
C000422,2026-01-01,none
C000424,2026-01-01,software
C000425,2026-01-01,streaming
C000426,2026-01-01,gym
C000427,2026-01-01,none
C000428,2026-01-01,none
C000431,2026-01-01,gym
C000433,2026-01-01,insurance
C000434,2026-01-01,none
C000436,2026-01-01,cloud
C000437,2026-01-01,none
C000438,2026-01-01,gym
C000443,2026-01-01,insurance
C000445,2026-01-01,none
C000446,2026-01-01,insurance
C000447,2026-01-01,insurance
C000448,2026-01-01,music
C000452,2026-01-01,gym
C000453,2026-01-01,streaming
C000454,2026-01-01,software
C000455,2026-01-01,cloud
C000456,2026-01-01,streaming
C000457,2026-01-01,insurance
C000458,2026-01-01,insurance
C000461,2026-01-01,insurance
C000462,2026-01-01,streaming
C000464,2026-01-01,none
C000465,2026-01-01,insurance
C000468,2026-01-01,insurance
C000469,2026-01-01,insurance
C000470,2026-01-01,streaming
C000471,2026-01-01,software
C000472,2026-01-01,gym
C000473,2026-01-01,gym
C000475,2026-01-01,mobile
C000477,2026-01-01,streaming
C000481,2026-01-01,gym
C000482,2026-01-01,streaming
C000484,2026-01-01,none
C000492,2026-01-01,none
C000493,2026-01-01,music
C000497,2026-01-01,none
C000498,2026-01-01,cloud
C000502,2026-01-01,insurance
C000503,2026-01-01,none
C000504,2026-01-01,music
C000506,2026-01-01,software
C000508,2026-01-01,none
C000509,2026-01-01,streaming
C000511,2026-01-01,software
C000512,2026-01-01,gym
C000513,2026-01-01,none
C000516,2026-01-01,streaming
C000518,2026-01-01,cloud
C000521,2026-01-01,music
C000523,2026-01-01,cloud
C000526,2026-01-01,none
C000529,2026-01-01,none
C000531,2026-01-01,gym
C000532,2026-01-01,mobile
C000534,2026-01-01,insurance
C000536,2026-01-01,insurance
C000539,2026-01-01,none
C000540,2026-01-01,none
C000543,2026-01-01,gym
C000544,2026-01-01,none
C000548,2026-01-01,none
C000549,2026-01-01,music
C000550,2026-01-01,none
C000551,2026-01-01,mobile
C000552,2026-01-01,none
C000555,2026-01-01,cloud
C000556,2026-01-01,insurance
C000557,2026-01-01,software
C000558,2026-01-01,none
C000559,2026-01-01,mobile
C000561,2026-01-01,none
C000563,2026-01-01,mobile
C000564,2026-01-01,music
C000567,2026-01-01,cloud
C000579,2026-01-01,gym
C000580,2026-01-01,cloud
C000586,2026-01-01,streaming
C000587,2026-01-01,gym
C000588,2026-01-01,cloud
C000592,2026-01-01,music
C000596,2026-01-01,cloud
C000597,2026-01-01,cloud
C000599,2026-01-01,insurance
C000600,2026-01-01,streaming
C000602,2026-01-01,none
C000605,2026-01-01,mobile
C000606,2026-01-01,streaming
C000607,2026-01-01,cloud
C000609,2026-01-01,cloud
C000612,2026-01-01,gym
C000615,2026-01-01,streaming
C000617,2026-01-01,none
C000618,2026-01-01,software
C000620,2026-01-01,streaming
C000621,2026-01-01,streaming
C000622,2026-01-01,music
C000624,2026-01-01,none
C000626,2026-01-01,streaming
C000627,2026-01-01,none
C000629,2026-01-01,cloud
C000630,2026-01-01,streaming
C000633,2026-01-01,gym
C000636,2026-01-01,insurance
C000638,2026-01-01,gym
C000639,2026-01-01,none
C000640,2026-01-01,insurance
C000641,2026-01-01,music
C000644,2026-01-01,music
C000645,2026-01-01,insurance
C000647,2026-01-01,mobile
C000648,2026-01-01,music
C000649,2026-01-01,mobile
C000651,2026-01-01,streaming
C000652,2026-01-01,streaming
C000657,2026-01-01,streaming
C000660,2026-01-01,none
C000665,2026-01-01,software
C000666,2026-01-01,gym
C000667,2026-01-01,cloud
C000668,2026-01-01,music
C000669,2026-01-01,music
C000670,2026-01-01,streaming
C000672,2026-01-01,cloud
C000675,2026-01-01,none
C000677,2026-01-01,none
C000678,2026-01-01,mobile
C000679,2026-01-01,streaming
C000680,2026-01-01,gym
C000681,2026-01-01,none
C000682,2026-01-01,cloud
C000683,2026-01-01,gym
C000684,2026-01-01,mobile
C000694,2026-01-01,none
C000696,2026-01-01,mobile
C000699,2026-01-01,streaming
C000700,2026-01-01,music
C000701,2026-01-01,music
C000702,2026-01-01,none
C000705,2026-01-01,streaming
C000707,2026-01-01,software
C000709,2026-01-01,insurance
C000712,2026-01-01,cloud
C000713,2026-01-01,mobile
C000717,2026-01-01,none
C000721,2026-01-01,none
C000725,2026-01-01,software
C000728,2026-01-01,insurance
C000732,2026-01-01,none
C000734,2026-01-01,streaming
C000735,2026-01-01,insurance
C000737,2026-01-01,software
C000738,2026-01-01,none
C000743,2026-01-01,none
C000746,2026-01-01,none
C000747,2026-01-01,insurance
C000749,2026-01-01,insurance
C000750,2026-01-01,none
C000756,2026-01-01,music
C000758,2026-01-01,none
C000761,2026-01-01,cloud
C000763,2026-01-01,cloud
C000764,2026-01-01,insurance
C000766,2026-01-01,none
C000769,2026-01-01,none
C000771,2026-01-01,streaming
C000772,2026-01-01,insurance
C000775,2026-01-01,software
C000776,2026-01-01,none
C000778,2026-01-01,cloud
C000781,2026-01-01,mobile
C000783,2026-01-01,streaming
C000787,2026-01-01,music
C000792,2026-01-01,none
C000793,2026-01-01,streaming
C000794,2026-01-01,gym
C000799,2026-01-01,insurance
C000800,2026-01-01,streaming
C000805,2026-01-01,music
C000807,2026-01-01,none
C000808,2026-01-01,none
C000815,2026-01-01,none
C000819,2026-01-01,insurance
C000821,2026-01-01,mobile
C000822,2026-01-01,none
C000823,2026-01-01,cloud
C000826,2026-01-01,cloud
C000827,2026-01-01,none
C000829,2026-01-01,none
C000831,2026-01-01,insurance
C000832,2026-01-01,none
C000835,2026-01-01,cloud
C000836,2026-01-01,cloud
C000837,2026-01-01,software
C000840,2026-01-01,music
C000841,2026-01-01,gym
C000842,2026-01-01,mobile
C000843,2026-01-01,music
C000844,2026-01-01,mobile
C000850,2026-01-01,mobile
C000851,2026-01-01,gym
C000854,2026-01-01,gym
C000856,2026-01-01,none
C000857,2026-01-01,streaming
C000858,2026-01-01,cloud
C000859,2026-01-01,insurance
C000862,2026-01-01,none
C000865,2026-01-01,none
C000868,2026-01-01,software
C000873,2026-01-01,streaming
C000874,2026-01-01,gym
C000877,2026-01-01,software
C000878,2026-01-01,software
C000880,2026-01-01,streaming
C000883,2026-01-01,insurance
C000885,2026-01-01,cloud
C000886,2026-01-01,streaming
C000887,2026-01-01,insurance
C000889,2026-01-01,music
C000891,2026-01-01,software
C000892,2026-01-01,insurance
C000894,2026-01-01,gym
C000895,2026-01-01,gym
C000901,2026-01-01,none
C000903,2026-01-01,software
C000904,2026-01-01,software
C000905,2026-01-01,none
C000907,2026-01-01,mobile
C000911,2026-01-01,none
C000912,2026-01-01,none
C000914,2026-01-01,insurance
C000916,2026-01-01,mobile
C000917,2026-01-01,cloud
C000920,2026-01-01,gym
C000921,2026-01-01,none
C000922,2026-01-01,streaming
C000923,2026-01-01,streaming
C000926,2026-01-01,gym
C000927,2026-01-01,gym
C000930,2026-01-01,software
C000931,2026-01-01,gym
C000932,2026-01-01,music
C000933,2026-01-01,gym
C000936,2026-01-01,music
C000938,2026-01-01,streaming
C000942,2026-01-01,none
C000948,2026-01-01,mobile
C000949,2026-01-01,streaming
C000950,2026-01-01,none
C000951,2026-01-01,music
C000954,2026-01-01,software
C000956,2026-01-01,none
C000957,2026-01-01,gym
C000958,2026-01-01,software
C000959,2026-01-01,none
C000964,2026-01-01,streaming
C000965,2026-01-01,cloud
C000966,2026-01-01,streaming
C000967,2026-01-01,gym
C000968,2026-01-01,streaming
C000971,2026-01-01,music
C000972,2026-01-01,music
C000974,2026-01-01,gym
C000975,2026-01-01,music
C000977,2026-01-01,streaming
C000980,2026-01-01,insurance
C000981,2026-01-01,none
C000983,2026-01-01,music
C000985,2026-01-01,none
C000988,2026-01-01,music
C000990,2026-01-01,mobile
C000993,2026-01-01,gym
C000994,2026-01-01,cloud
C000996,2026-01-01,software
C000997,2026-01-01,gym
C000998,2026-01-01,none
C000999,2026-01-01,none
C001000,2026-01-01,none
C001002,2026-01-01,music
C001004,2026-01-01,mobile
C001006,2026-01-01,cloud
C001008,2026-01-01,gym
C001013,2026-01-01,none
C001018,2026-01-01,music
C001020,2026-01-01,streaming
C001021,2026-01-01,none
C001022,2026-01-01,none
C001024,2026-01-01,none
C001027,2026-01-01,mobile
C001028,2026-01-01,gym
C001029,2026-01-01,gym
C001030,2026-01-01,none
C001033,2026-01-01,streaming
C001035,2026-01-01,insurance
C001037,2026-01-01,none
C001038,2026-01-01,none
C001040,2026-01-01,software
C001043,2026-01-01,cloud
C001046,2026-01-01,gym
C001050,2026-01-01,music
C001051,2026-01-01,music
C001055,2026-01-01,none
C001056,2026-01-01,insurance
C001060,2026-01-01,insurance
C001061,2026-01-01,none
C001062,2026-01-01,none
C001063,2026-01-01,cloud
C001064,2026-01-01,insurance
C001066,2026-01-01,none
C001067,2026-01-01,none
C001068,2026-01-01,insurance
C001072,2026-01-01,insurance
C001074,2026-01-01,software
C001075,2026-01-01,none
C001077,2026-01-01,streaming
C001080,2026-01-01,cloud
C001084,2026-01-01,software
C001086,2026-01-01,none
C001088,2026-01-01,streaming
C001090,2026-01-01,none
C001092,2026-01-01,mobile
C001093,2026-01-01,insurance
C001095,2026-01-01,gym
C001096,2026-01-01,software
C001098,2026-01-01,cloud
C001100,2026-01-01,streaming
C001102,2026-01-01,cloud
C001106,2026-01-01,insurance
C001108,2026-01-01,gym
C001109,2026-01-01,none
C001110,2026-01-01,cloud
C001112,2026-01-01,mobile
C001113,2026-01-01,none
C001115,2026-01-01,streaming
C001119,2026-01-01,none
C001120,2026-01-01,software
C001121,2026-01-01,insurance
C001122,2026-01-01,none
C001123,2026-01-01,mobile
C001129,2026-01-01,music
C001130,2026-01-01,streaming
C001132,2026-01-01,music
C001134,2026-01-01,cloud
C001135,2026-01-01,none
C001136,2026-01-01,insurance
C001138,2026-01-01,mobile
C001139,2026-01-01,none
C001140,2026-01-01,gym
C001141,2026-01-01,none
C001143,2026-01-01,software
C001147,2026-01-01,insurance
C001148,2026-01-01,none
C001149,2026-01-01,mobile
C001151,2026-01-01,none
C001152,2026-01-01,streaming
C001153,2026-01-01,gym
C001154,2026-01-01,music
C001156,2026-01-01,none
C001157,2026-01-01,none
C001160,2026-01-01,music
C001164,2026-01-01,insurance
C001165,2026-01-01,cloud
C001168,2026-01-01,streaming
C001170,2026-01-01,software
C001171,2026-01-01,insurance
C001172,2026-01-01,cloud
C001173,2026-01-01,cloud
C001174,2026-01-01,gym
C001175,2026-01-01,none
C001176,2026-01-01,cloud
C001181,2026-01-01,mobile
C001182,2026-01-01,software
C001183,2026-01-01,none
C001184,2026-01-01,gym
C001185,2026-01-01,software
C001188,2026-01-01,software
C001191,2026-01-01,music
C001192,2026-01-01,software
C001194,2026-01-01,none
C001202,2026-01-01,none
C001203,2026-01-01,software
C001204,2026-01-01,streaming
C001207,2026-01-01,none
C001209,2026-01-01,streaming
C001210,2026-01-01,streaming
C001211,2026-01-01,cloud
C001214,2026-01-01,music
C001216,2026-01-01,streaming
C001220,2026-01-01,cloud
C001221,2026-01-01,none
C001222,2026-01-01,insurance
C001223,2026-01-01,none
C001224,2026-01-01,none
C001225,2026-01-01,none
C001229,2026-01-01,insurance
C001230,2026-01-01,none
C001232,2026-01-01,none
C001234,2026-01-01,insurance
C001237,2026-01-01,gym
C001238,2026-01-01,none
C001239,2026-01-01,cloud
C001241,2026-01-01,software
C001243,2026-01-01,software
C001244,2026-01-01,streaming
C001248,2026-01-01,none
C001249,2026-01-01,software
C001252,2026-01-01,cloud
C001254,2026-01-01,cloud
C001255,2026-01-01,music
C001256,2026-01-01,streaming
C001258,2026-01-01,gym
C001260,2026-01-01,none
C001265,2026-01-01,gym
C001266,2026-01-01,music
C001267,2026-01-01,streaming
C001268,2026-01-01,none
C001269,2026-01-01,mobile
C001271,2026-01-01,music
C001272,2026-01-01,none
C001275,2026-01-01,streaming
C001276,2026-01-01,software
C001279,2026-01-01,cloud
C001280,2026-01-01,none
C001283,2026-01-01,software
C001284,2026-01-01,none
C001288,2026-01-01,software
C001289,2026-01-01,none
C001290,2026-01-01,insurance
C001291,2026-01-01,mobile
C001292,2026-01-01,streaming
C001293,2026-01-01,streaming
C001294,2026-01-01,streaming
C001299,2026-01-01,insurance
C001301,2026-01-01,none
C001306,2026-01-01,insurance
C001307,2026-01-01,streaming
C001308,2026-01-01,none
C001310,2026-01-01,cloud
C001312,2026-01-01,cloud
C001316,2026-01-01,none
C001317,2026-01-01,none
C001318,2026-01-01,none
C001320,2026-01-01,cloud
C001321,2026-01-01,mobile
C001322,2026-01-01,mobile
C001323,2026-01-01,music
C001324,2026-01-01,none
C001326,2026-01-01,none
C001328,2026-01-01,none
C001331,2026-01-01,none
C001335,2026-01-01,cloud
C001336,2026-01-01,none
C001337,2026-01-01,software
C001340,2026-01-01,none
C001345,2026-01-01,none
C001347,2026-01-01,none
C001348,2026-01-01,none
C001351,2026-01-01,insurance
C001354,2026-01-01,cloud
C001355,2026-01-01,none
C001356,2026-01-01,cloud
C001359,2026-01-01,streaming
C001361,2026-01-01,none
C001364,2026-01-01,mobile
C001366,2026-01-01,none
C001367,2026-01-01,cloud
C001374,2026-01-01,cloud
C001377,2026-01-01,none
C001378,2026-01-01,insurance
C001380,2026-01-01,none
C001382,2026-01-01,none
C001385,2026-01-01,none
C001386,2026-01-01,insurance
C001389,2026-01-01,none
C001391,2026-01-01,music
C001397,2026-01-01,cloud
C001399,2026-01-01,mobile
C001400,2026-01-01,streaming
C001402,2026-01-01,none
C001406,2026-01-01,cloud
C001408,2026-01-01,none
C001409,2026-01-01,none
C001410,2026-01-01,insurance
C001413,2026-01-01,none
C001414,2026-01-01,music
C001415,2026-01-01,none
C001416,2026-01-01,insurance
C001417,2026-01-01,streaming
C001419,2026-01-01,insurance
C001420,2026-01-01,music
C001421,2026-01-01,music
C001422,2026-01-01,music
C001424,2026-01-01,software
C001427,2026-01-01,cloud
C001428,2026-01-01,insurance
C001433,2026-01-01,gym
C001436,2026-01-01,insurance
C001437,2026-01-01,cloud
C001439,2026-01-01,cloud
C001440,2026-01-01,none
C001441,2026-01-01,insurance
C001442,2026-01-01,insurance
C001444,2026-01-01,none
C001445,2026-01-01,mobile
C001446,2026-01-01,none
C001448,2026-01-01,mobile
C001449,2026-01-01,music
C001450,2026-01-01,mobile
C001451,2026-01-01,none
C001452,2026-01-01,streaming
C001453,2026-01-01,mobile
C001457,2026-01-01,cloud
C001458,2026-01-01,cloud
C001459,2026-01-01,mobile
C001460,2026-01-01,none
C001461,2026-01-01,insurance
C001462,2026-01-01,music
C001463,2026-01-01,mobile
C001467,2026-01-01,cloud
C001469,2026-01-01,gym
C001470,2026-01-01,insurance
C001472,2026-01-01,none
C001474,2026-01-01,software
C001475,2026-01-01,none
C001484,2026-01-01,gym
C001485,2026-01-01,none
C001486,2026-01-01,mobile
C001487,2026-01-01,gym
C001492,2026-01-01,mobile
C001493,2026-01-01,none
C001497,2026-01-01,cloud
C001498,2026-01-01,software
C001499,2026-01-01,gym
C001500,2026-01-01,software
C001501,2026-01-01,cloud
C001503,2026-01-01,none
C001504,2026-01-01,cloud
C001506,2026-01-01,streaming
C001509,2026-01-01,mobile
C001513,2026-01-01,gym
C001514,2026-01-01,mobile
C001516,2026-01-01,none
C001517,2026-01-01,software
C001520,2026-01-01,gym
C001524,2026-01-01,music
C001525,2026-01-01,none
C001526,2026-01-01,gym
C001527,2026-01-01,software
C001530,2026-01-01,mobile
C001533,2026-01-01,software
C001536,2026-01-01,software
C001540,2026-01-01,mobile
C001548,2026-01-01,insurance
C001549,2026-01-01,mobile
C001554,2026-01-01,insurance
C001555,2026-01-01,none
C001560,2026-01-01,streaming
C001561,2026-01-01,mobile
C001564,2026-01-01,insurance
C001567,2026-01-01,gym
C001569,2026-01-01,music
C001570,2026-01-01,software
C001571,2026-01-01,software
C001572,2026-01-01,none
C001574,2026-01-01,software
C001575,2026-01-01,mobile
C001576,2026-01-01,none
C001577,2026-01-01,gym
C001578,2026-01-01,gym
C001581,2026-01-01,none
C001582,2026-01-01,music
C001583,2026-01-01,music
C001584,2026-01-01,streaming
C001585,2026-01-01,streaming
C001587,2026-01-01,none
C001589,2026-01-01,mobile
C001590,2026-01-01,mobile
C001591,2026-01-01,insurance
C001592,2026-01-01,none
C001593,2026-01-01,insurance
C001594,2026-01-01,insurance
C001599,2026-01-01,music
C001600,2026-01-01,mobile
C001601,2026-01-01,streaming
C001602,2026-01-01,none
C001604,2026-01-01,gym
C001607,2026-01-01,gym
C001608,2026-01-01,gym
C001613,2026-01-01,streaming
C001614,2026-01-01,insurance
C001615,2026-01-01,streaming
C001616,2026-01-01,none
C001617,2026-01-01,mobile
C001618,2026-01-01,none
C001621,2026-01-01,streaming
C001624,2026-01-01,none
C001625,2026-01-01,none
C001626,2026-01-01,none
C001627,2026-01-01,none
C001631,2026-01-01,none
C001634,2026-01-01,mobile
C001635,2026-01-01,streaming
C001639,2026-01-01,music
C001640,2026-01-01,none
C001641,2026-01-01,insurance
C001642,2026-01-01,none
C001644,2026-01-01,none
C001645,2026-01-01,none
C001648,2026-01-01,software
C001650,2026-01-01,insurance
C001655,2026-01-01,streaming
C001656,2026-01-01,insurance
C001660,2026-01-01,none
C001662,2026-01-01,cloud
C001664,2026-01-01,music
C001665,2026-01-01,none
C001666,2026-01-01,none
C001668,2026-01-01,mobile
C001670,2026-01-01,gym
C001672,2026-01-01,mobile
C001673,2026-01-01,streaming
C001674,2026-01-01,music
C001676,2026-01-01,streaming
C001678,2026-01-01,gym
C001680,2026-01-01,music
C001681,2026-01-01,streaming
C001682,2026-01-01,none
C001686,2026-01-01,music
C001692,2026-01-01,software
C001695,2026-01-01,none
C001697,2026-01-01,none
C001699,2026-01-01,none
C001700,2026-01-01,none
C001703,2026-01-01,insurance
C001704,2026-01-01,mobile
C001705,2026-01-01,streaming
C001706,2026-01-01,insurance
C001707,2026-01-01,gym
C001708,2026-01-01,none
C001710,2026-01-01,gym
C001712,2026-01-01,insurance
C001713,2026-01-01,none
C001715,2026-01-01,gym
C001717,2026-01-01,cloud
C001718,2026-01-01,mobile
C001719,2026-01-01,gym
C001720,2026-01-01,none
C001721,2026-01-01,streaming
C001723,2026-01-01,streaming
C001724,2026-01-01,gym
C001732,2026-01-01,none
C001734,2026-01-01,software
C001735,2026-01-01,streaming
C001736,2026-01-01,music
C001737,2026-01-01,cloud
C001740,2026-01-01,cloud
C001742,2026-01-01,software
C001744,2026-01-01,gym
C001749,2026-01-01,cloud
C001751,2026-01-01,none
C001753,2026-01-01,software
C001755,2026-01-01,streaming
C001757,2026-01-01,streaming
C001758,2026-01-01,cloud
C001760,2026-01-01,music
C001762,2026-01-01,none
C001765,2026-01-01,none
C001766,2026-01-01,none
C001768,2026-01-01,none
C001772,2026-01-01,insurance
C001773,2026-01-01,cloud
C001778,2026-01-01,software
C001779,2026-01-01,gym
C001785,2026-01-01,music
C001787,2026-01-01,software
C001788,2026-01-01,cloud
C001789,2026-01-01,cloud
C001791,2026-01-01,mobile
C001792,2026-01-01,software
C001793,2026-01-01,software
C001794,2026-01-01,software
C001795,2026-01-01,streaming
C001797,2026-01-01,none
C001799,2026-01-01,streaming
C001801,2026-01-01,none
C001802,2026-01-01,none
C001806,2026-01-01,music
C001809,2026-01-01,software
C001810,2026-01-01,none
C001813,2026-01-01,insurance
C001815,2026-01-01,gym
C001817,2026-01-01,streaming
C001818,2026-01-01,insurance
C001820,2026-01-01,insurance
C001824,2026-01-01,insurance
C001826,2026-01-01,streaming
C001827,2026-01-01,gym
C001832,2026-01-01,streaming
C001834,2026-01-01,gym
C001838,2026-01-01,streaming
C001840,2026-01-01,none
C001841,2026-01-01,music
C001843,2026-01-01,gym
C001844,2026-01-01,mobile
C001846,2026-01-01,insurance
C001848,2026-01-01,streaming
C001849,2026-01-01,none
C001850,2026-01-01,cloud
C001851,2026-01-01,streaming
C001854,2026-01-01,gym
C001855,2026-01-01,streaming
C001856,2026-01-01,cloud
C001857,2026-01-01,streaming
C001859,2026-01-01,insurance
C001860,2026-01-01,music
C001863,2026-01-01,mobile
C001864,2026-01-01,none
C001866,2026-01-01,none
C001867,2026-01-01,none
C001871,2026-01-01,none
C001873,2026-01-01,cloud
C001875,2026-01-01,music
C001879,2026-01-01,mobile
C001880,2026-01-01,none
C001881,2026-01-01,streaming
C001884,2026-01-01,insurance
C001886,2026-01-01,gym
C001891,2026-01-01,mobile
C001893,2026-01-01,mobile
C001894,2026-01-01,cloud
C001896,2026-01-01,cloud
C001897,2026-01-01,none
C001898,2026-01-01,gym
C001900,2026-01-01,music
C001903,2026-01-01,mobile
C001904,2026-01-01,insurance
C001909,2026-01-01,insurance
C001911,2026-01-01,cloud
C001914,2026-01-01,insurance
C001921,2026-01-01,none
C001922,2026-01-01,mobile
C001923,2026-01-01,music
C001928,2026-01-01,none
C001929,2026-01-01,music
C001930,2026-01-01,insurance
C001931,2026-01-01,streaming
C001932,2026-01-01,software
C001933,2026-01-01,software
C001934,2026-01-01,none
C001935,2026-01-01,streaming
C001937,2026-01-01,insurance
C001939,2026-01-01,none
C001940,2026-01-01,mobile
C001942,2026-01-01,gym
C001943,2026-01-01,insurance
C001947,2026-01-01,music
C001948,2026-01-01,none
C001949,2026-01-01,cloud
C001950,2026-01-01,gym
C001951,2026-01-01,music
C001952,2026-01-01,none
C001953,2026-01-01,insurance
C001955,2026-01-01,software
C001956,2026-01-01,none
C001958,2026-01-01,cloud
C001960,2026-01-01,none
C001962,2026-01-01,none
C001964,2026-01-01,streaming
C001965,2026-01-01,cloud
C001966,2026-01-01,music
C001968,2026-01-01,none
C001970,2026-01-01,mobile
C001973,2026-01-01,mobile
C001974,2026-01-01,gym
C001975,2026-01-01,none
C001978,2026-01-01,insurance
C001983,2026-01-01,streaming
C001984,2026-01-01,gym
C001987,2026-01-01,none
C001993,2026-01-01,none
C001994,2026-01-01,insurance
