client_id,cutoff_date,target_next_recurring_merchant,confidence
U000185,2026-01-01,cloud,0.881
U000186,2026-01-01,insurance,0.5413
U000187,2026-01-01,none,0.6864
U000188,2026-01-01,cloud,0.5017
U000189,2026-01-01,none,0.6717
U000190,2026-01-01,none,0.9997
U000191,2026-01-01,cloud,0.5344
U000192,2026-01-01,none,0.9616
U000193,2026-01-01,software,0.4673
U000194,2026-01-01,software,0.8263
U000195,2026-01-01,insurance,0.4128
U000196,2026-01-01,insurance,0.8409
U000197,2026-01-01,cloud,0.5433
U000198,2026-01-01,none,0.9964
U000199,2026-01-01,none,0.9581
U000200,2026-01-01,music,0.6158
U000201,2026-01-01,mobile,0.6049
U000202,2026-01-01,music,0.4619
U000203,2026-01-01,gym,0.6324
U000204,2026-01-01,software,0.6542
U000205,2026-01-01,music,0.7807
U000206,2026-01-01,none,0.9968
U000207,2026-01-01,insurance,0.4717
U000208,2026-01-01,none,0.843
U000209,2026-01-01,none,0.9995
U000210,2026-01-01,mobile,0.5
U000211,2026-01-01,insurance,0.8977
U000212,2026-01-01,mobile,0.7871
U000213,2026-01-01,software,0.5242
U000214,2026-01-01,none,0.9781
U000215,2026-01-01,none,0.9998
U000216,2026-01-01,cloud,0.7997
U000217,2026-01-01,none,0.9785
U000218,2026-01-01,insurance,0.5472
U000219,2026-01-01,music,0.3891
U000220,2026-01-01,music,0.4057
U000221,2026-01-01,none,0.65
U000222,2026-01-01,insurance,0.4213
U000223,2026-01-01,software,0.763
U000224,2026-01-01,music,0.3708
U000225,2026-01-01,software,0.6186
U000226,2026-01-01,none,0.7305
U000227,2026-01-01,insurance,0.2936
U000228,2026-01-01,none,0.9931
U000229,2026-01-01,none,0.9948
U000230,2026-01-01,software,0.4619
U000231,2026-01-01,insurance,0.3696
U000232,2026-01-01,insurance,0.8441
U000233,2026-01-01,music,0.4617
U000234,2026-01-01,insurance,0.5371
U000235,2026-01-01,none,0.9918
U000236,2026-01-01,insurance,0.7683
U000237,2026-01-01,music,0.5133
U000238,2026-01-01,streaming,0.6069
U000239,2026-01-01,software,0.7308
U000240,2026-01-01,gym,0.4394
U000241,2026-01-01,none,0.4581
U000242,2026-01-01,gym,0.6446
U000243,2026-01-01,mobile,0.3095
U000244,2026-01-01,none,0.6889
U000245,2026-01-01,cloud,0.6679
U000246,2026-01-01,insurance,0.756
U000247,2026-01-01,mobile,0.9056
U000248,2026-01-01,software,0.6439
U000249,2026-01-01,music,0.7827
U000250,2026-01-01,streaming,0.9108
U000251,2026-01-01,streaming,0.4096
U000252,2026-01-01,music,0.6985
U000253,2026-01-01,cloud,0.6117
U000254,2026-01-01,none,0.9886
U000255,2026-01-01,none,0.624
U000256,2026-01-01,none,0.8709
U000257,2026-01-01,none,0.9852
U000258,2026-01-01,insurance,0.4706
U000259,2026-01-01,software,0.3423
U000260,2026-01-01,none,0.8153
U000261,2026-01-01,none,0.9809
U000262,2026-01-01,none,0.6029
U000263,2026-01-01,cloud,0.6422
U000264,2026-01-01,streaming,0.6237
U000265,2026-01-01,music,0.5983
U000266,2026-01-01,streaming,0.6241
U000267,2026-01-01,mobile,0.8132
U000268,2026-01-01,insurance,0.6592
U000269,2026-01-01,none,0.9986
U000270,2026-01-01,none,0.9719
U000271,2026-01-01,gym,0.4273
U000272,2026-01-01,insurance,0.3771
U000273,2026-01-01,gym,0.4408
U000274,2026-01-01,software,0.4276
U000275,2026-01-01,none,0.33
U000276,2026-01-01,none,0.8417
U000277,2026-01-01,cloud,0.4825
U000278,2026-01-01,mobile,0.512
U000279,2026-01-01,gym,0.3395
U000280,2026-01-01,gym,0.5102
U000281,2026-01-01,cloud,0.7367
U000282,2026-01-01,music,0.425
U000283,2026-01-01,none,0.7031
U000284,2026-01-01,cloud,0.4136
U000285,2026-01-01,insurance,0.4538
U000286,2026-01-01,cloud,0.8064
U000287,2026-01-01,mobile,0.8895
U000288,2026-01-01,streaming,0.5523
U000289,2026-01-01,streaming,0.7653
U000290,2026-01-01,mobile,0.4571
U000291,2026-01-01,gym,0.3256
U000292,2026-01-01,music,0.4391
U000293,2026-01-01,mobile,0.6718
U000294,2026-01-01,streaming,0.6358
U000295,2026-01-01,none,0.5712
U000296,2026-01-01,streaming,0.8948
U000297,2026-01-01,music,0.7219
U000298,2026-01-01,mobile,0.5183
U000299,2026-01-01,software,0.7486
U000300,2026-01-01,insurance,0.6001
U000301,2026-01-01,music,0.3635
U000302,2026-01-01,mobile,0.6583
U000303,2026-01-01,streaming,0.6209
U000304,2026-01-01,streaming,0.306
U000305,2026-01-01,none,0.9943
U000306,2026-01-01,none,0.9511
U000307,2026-01-01,mobile,0.5806
U000308,2026-01-01,music,0.4073
U000309,2026-01-01,gym,0.525
U000310,2026-01-01,streaming,0.4514
U000311,2026-01-01,none,0.975
U000312,2026-01-01,mobile,0.5099
U000313,2026-01-01,insurance,0.5758
U000314,2026-01-01,mobile,0.8822
U000315,2026-01-01,software,0.3061
U000316,2026-01-01,cloud,0.5087
U000317,2026-01-01,music,0.4254
U000318,2026-01-01,gym,0.4967
U000319,2026-01-01,software,0.5189
U000320,2026-01-01,none,0.9985
U000321,2026-01-01,none,0.9993
U000322,2026-01-01,software,0.4213
U000323,2026-01-01,none,0.8995
U000324,2026-01-01,cloud,0.5862
U000325,2026-01-01,mobile,0.6657
U000326,2026-01-01,mobile,0.7347
U000327,2026-01-01,mobile,0.547
U000328,2026-01-01,cloud,0.5146
U000329,2026-01-01,software,0.7859
U000330,2026-01-01,cloud,0.5581
U000331,2026-01-01,none,1.0
U000332,2026-01-01,music,0.6703
U000333,2026-01-01,none,0.9999
U000334,2026-01-01,mobile,0.485
U000335,2026-01-01,music,0.4849
U000336,2026-01-01,software,0.8943
U000337,2026-01-01,mobile,0.5656
U000338,2026-01-01,gym,0.7385
U000339,2026-01-01,insurance,0.7058
U000340,2026-01-01,none,0.8863
U000341,2026-01-01,software,0.4535
U000342,2026-01-01,music,0.5924
U000343,2026-01-01,gym,0.8881
U000344,2026-01-01,gym,0.6195
U000345,2026-01-01,software,0.5344
U000346,2026-01-01,gym,0.5741
U000347,2026-01-01,none,0.539
U000348,2026-01-01,software,0.4101
U000349,2026-01-01,streaming,0.8864
U000350,2026-01-01,none,0.8993
U000351,2026-01-01,none,0.983
U000352,2026-01-01,none,0.5361
U000353,2026-01-01,none,0.8964
U000354,2026-01-01,software,0.5135
U000355,2026-01-01,none,0.9991
U000356,2026-01-01,music,0.3448
U000357,2026-01-01,gym,0.6103
U000358,2026-01-01,mobile,0.7246
U000359,2026-01-01,cloud,0.8587
U000360,2026-01-01,none,0.8182
U000361,2026-01-01,streaming,0.4524
U000362,2026-01-01,none,0.6889
U000363,2026-01-01,none,0.9523
U000364,2026-01-01,none,0.9346
U000365,2026-01-01,none,0.8906
U000366,2026-01-01,software,0.7764
U000367,2026-01-01,none,0.9849
U000368,2026-01-01,software,0.7098
U000369,2026-01-01,music,0.7678
U000370,2026-01-01,mobile,0.8711
U000371,2026-01-01,software,0.8627
U000372,2026-01-01,insurance,0.7024
U000373,2026-01-01,none,0.9952
U000374,2026-01-01,none,0.5381
U000375,2026-01-01,none,0.834
U000376,2026-01-01,music,0.6899
U000377,2026-01-01,none,0.9973
U000378,2026-01-01,cloud,0.8291
U000379,2026-01-01,none,0.9888
U000380,2026-01-01,music,0.4913
U000381,2026-01-01,music,0.8652
U000382,2026-01-01,none,0.997
U000383,2026-01-01,gym,0.4492
U000384,2026-01-01,gym,0.8095
U000385,2026-01-01,cloud,0.4348
U000386,2026-01-01,cloud,0.5245
U000387,2026-01-01,insurance,0.7111
U000388,2026-01-01,none,0.9997
U000389,2026-01-01,mobile,0.5763
U000390,2026-01-01,none,0.9998
U000391,2026-01-01,none,0.9709
U000392,2026-01-01,none,0.8593
U000393,2026-01-01,mobile,0.3994
U000394,2026-01-01,none,0.9464
U000395,2026-01-01,music,0.4599
U000396,2026-01-01,gym,0.8253
U000397,2026-01-01,insurance,0.8133
U000398,2026-01-01,streaming,0.7182
U000399,2026-01-01,none,0.3846
U000400,2026-01-01,mobile,0.4489
U000401,2026-01-01,none,0.996
U000402,2026-01-01,insurance,0.6937
U000403,2026-01-01,cloud,0.3199
U000404,2026-01-01,insurance,0.5561
U000405,2026-01-01,gym,0.5493
U000406,2026-01-01,mobile,0.7092
U000407,2026-01-01,none,0.9994
U000408,2026-01-01,gym,0.4823
U000409,2026-01-01,none,0.3027
U000410,2026-01-01,none,0.6867
U000411,2026-01-01,streaming,0.6352
U000412,2026-01-01,gym,0.4632
U000413,2026-01-01,insurance,0.6767
U000414,2026-01-01,cloud,0.8545
U000415,2026-01-01,gym,0.5624
U000416,2026-01-01,none,0.9248
U000417,2026-01-01,none,0.9897
U000418,2026-01-01,software,0.809
U000419,2026-01-01,none,0.9991
U000420,2026-01-01,none,0.9323
U000421,2026-01-01,none,0.9336
U000422,2026-01-01,insurance,0.4568
U000423,2026-01-01,cloud,0.6758
U000424,2026-01-01,software,0.5396
U000425,2026-01-01,cloud,0.6815
U000426,2026-01-01,none,0.9935
U000427,2026-01-01,gym,0.8646
U000428,2026-01-01,streaming,0.6227
U000429,2026-01-01,streaming,0.6035
U000430,2026-01-01,music,0.9231
U000431,2026-01-01,insurance,0.4591
U000432,2026-01-01,cloud,0.3093
U000433,2026-01-01,insurance,0.5261
U000434,2026-01-01,streaming,0.9212
U000435,2026-01-01,insurance,0.642
U000436,2026-01-01,cloud,0.7806
U000437,2026-01-01,none,0.8047
U000438,2026-01-01,mobile,0.5503
U000439,2026-01-01,streaming,0.8962
U000440,2026-01-01,mobile,0.6268
U000441,2026-01-01,music,0.4944
U000442,2026-01-01,cloud,0.449
U000443,2026-01-01,none,0.9327
U000444,2026-01-01,gym,0.4638
U000445,2026-01-01,streaming,0.9143
U000446,2026-01-01,mobile,0.4775
U000447,2026-01-01,gym,0.5463
U000448,2026-01-01,none,0.9692
U000449,2026-01-01,mobile,0.5266
U000450,2026-01-01,gym,0.4764
U000451,2026-01-01,cloud,0.4193
U000452,2026-01-01,none,0.9088
U000453,2026-01-01,none,0.9815
U000454,2026-01-01,music,0.8269
U000455,2026-01-01,software,0.3645
U000456,2026-01-01,none,0.9667
U000457,2026-01-01,insurance,0.747
U000458,2026-01-01,software,0.5046
U000459,2026-01-01,streaming,0.3966
U000460,2026-01-01,none,0.8504
U000461,2026-01-01,none,0.9981
U000462,2026-01-01,none,0.9115
U000463,2026-01-01,gym,0.3978
U000464,2026-01-01,gym,0.6062
U000465,2026-01-01,none,0.9195
U000466,2026-01-01,none,0.9914
U000467,2026-01-01,none,0.7649
U000468,2026-01-01,streaming,0.5914
U000469,2026-01-01,mobile,0.8736
U000470,2026-01-01,none,0.5133
U000471,2026-01-01,none,0.9874
U000472,2026-01-01,music,0.8608
U000473,2026-01-01,none,0.5278
U000474,2026-01-01,none,0.6222
U000475,2026-01-01,software,0.8152
U000476,2026-01-01,none,0.9986
U000477,2026-01-01,streaming,0.5418
U000478,2026-01-01,none,0.69
U000479,2026-01-01,mobile,0.5172
U000480,2026-01-01,none,0.8144
U000481,2026-01-01,insurance,0.429
U000482,2026-01-01,none,0.9458
U000483,2026-01-01,cloud,0.895
U000484,2026-01-01,cloud,0.4976
U000485,2026-01-01,streaming,0.9115
U000486,2026-01-01,none,0.4459
U000487,2026-01-01,mobile,0.9221
U000488,2026-01-01,mobile,0.804
U000489,2026-01-01,none,0.995
U000490,2026-01-01,music,0.7633
U000491,2026-01-01,software,0.8821
U000492,2026-01-01,none,0.9954
U000493,2026-01-01,none,0.9961
U000494,2026-01-01,none,0.9895
U000495,2026-01-01,music,0.7039
U000496,2026-01-01,software,0.912
U000497,2026-01-01,music,0.3018
U000498,2026-01-01,music,0.3707
U000499,2026-01-01,none,0.9977
U000500,2026-01-01,cloud,0.4774
U000501,2026-01-01,software,0.4695
U000502,2026-01-01,none,0.9163
U000503,2026-01-01,gym,0.5309
U000504,2026-01-01,streaming,0.9041
U000505,2026-01-01,gym,0.7496
U000506,2026-01-01,mobile,0.3768
U000507,2026-01-01,none,0.9999
U000508,2026-01-01,cloud,0.7678
U000509,2026-01-01,software,0.4982
U000510,2026-01-01,music,0.5075
U000511,2026-01-01,streaming,0.5194
U000512,2026-01-01,insurance,0.5888
U000513,2026-01-01,none,0.7855
U000514,2026-01-01,software,0.5845
U000515,2026-01-01,mobile,0.4797
U000516,2026-01-01,cloud,0.2818
U000517,2026-01-01,gym,0.5889
U000518,2026-01-01,music,0.3056
U000519,2026-01-01,streaming,0.3811
U000520,2026-01-01,music,0.8183
U000521,2026-01-01,mobile,0.4146
U000522,2026-01-01,mobile,0.511
U000523,2026-01-01,software,0.6003
U000524,2026-01-01,none,0.5001
U000525,2026-01-01,cloud,0.4184
U000526,2026-01-01,none,0.9466
U000527,2026-01-01,insurance,0.555
U000528,2026-01-01,cloud,0.8188
U000529,2026-01-01,none,0.951
U000530,2026-01-01,software,0.421
U000531,2026-01-01,mobile,0.8996
U000532,2026-01-01,mobile,0.4275
U000533,2026-01-01,none,0.937
U000534,2026-01-01,mobile,0.6504
U000535,2026-01-01,insurance,0.6067
U000536,2026-01-01,cloud,0.6653
U000537,2026-01-01,mobile,0.8822
U000538,2026-01-01,software,0.4766
U000539,2026-01-01,gym,0.4645
U000540,2026-01-01,none,0.9547
U000541,2026-01-01,insurance,0.5579
U000542,2026-01-01,gym,0.7888
U000543,2026-01-01,none,0.9512
U000544,2026-01-01,insurance,0.2919
U000545,2026-01-01,gym,0.5562
U000546,2026-01-01,insurance,0.4046
U000547,2026-01-01,software,0.4999
U000548,2026-01-01,streaming,0.9056
U000549,2026-01-01,none,0.5212
U000550,2026-01-01,cloud,0.4033
U000551,2026-01-01,insurance,0.791
U000552,2026-01-01,insurance,0.8
U000553,2026-01-01,insurance,0.5453
U000554,2026-01-01,none,0.6172
U000555,2026-01-01,streaming,0.4113
U000556,2026-01-01,gym,0.8053
U000557,2026-01-01,cloud,0.6078
U000558,2026-01-01,none,0.9811
U000559,2026-01-01,insurance,0.7988
U000560,2026-01-01,software,0.588
U000561,2026-01-01,none,0.4333
U000562,2026-01-01,cloud,0.3922
U000563,2026-01-01,insurance,0.8545
U000564,2026-01-01,cloud,0.476
U000565,2026-01-01,music,0.4671
U000566,2026-01-01,mobile,0.574
U000567,2026-01-01,insurance,0.4209
U000568,2026-01-01,none,0.5191
U000569,2026-01-01,none,0.6582
U000570,2026-01-01,none,0.7725
U000571,2026-01-01,none,0.9808
U000572,2026-01-01,streaming,0.9416
U000573,2026-01-01,gym,0.2955
U000574,2026-01-01,insurance,0.8506
U000575,2026-01-01,insurance,0.386
U000576,2026-01-01,gym,0.4813
U000577,2026-01-01,mobile,0.5324
U000578,2026-01-01,music,0.4422
U000579,2026-01-01,music,0.7034
U000580,2026-01-01,cloud,0.5549
U000581,2026-01-01,insurance,0.5756
U000582,2026-01-01,mobile,0.6812
U000583,2026-01-01,software,0.5905
U000584,2026-01-01,none,0.9983
U000585,2026-01-01,software,0.4945
U000586,2026-01-01,insurance,0.4533
U000587,2026-01-01,cloud,0.8466
U000588,2026-01-01,none,0.8377
U000589,2026-01-01,none,0.7548
U000590,2026-01-01,streaming,0.4257
U000591,2026-01-01,mobile,0.5147
U000592,2026-01-01,gym,0.3866
U000593,2026-01-01,streaming,0.7181
U000594,2026-01-01,mobile,0.5781
U000595,2026-01-01,none,0.7155
U000596,2026-01-01,insurance,0.7608
U000597,2026-01-01,software,0.5712
U000598,2026-01-01,software,0.4108
U000599,2026-01-01,cloud,0.3764
U000600,2026-01-01,mobile,0.6703
U000601,2026-01-01,software,0.4743
U000602,2026-01-01,none,0.9819
U000603,2026-01-01,insurance,0.4543
U000604,2026-01-01,none,0.9772
U000605,2026-01-01,none,0.9941
U000606,2026-01-01,insurance,0.3839
U000607,2026-01-01,streaming,0.7063
U000608,2026-01-01,none,0.7821
U000609,2026-01-01,music,0.4613
U000610,2026-01-01,none,0.8795
U000611,2026-01-01,mobile,0.5659
U000612,2026-01-01,music,0.7737
U000613,2026-01-01,insurance,0.5988
U000614,2026-01-01,mobile,0.8956
U000615,2026-01-01,software,0.4525
U000616,2026-01-01,none,0.9965
U000617,2026-01-01,none,0.9981
U000618,2026-01-01,music,0.9229
U000619,2026-01-01,none,0.9993
U000620,2026-01-01,gym,0.3492
U000621,2026-01-01,streaming,0.8046
U000622,2026-01-01,none,0.9095
U000623,2026-01-01,cloud,0.4306
U000624,2026-01-01,software,0.6181
U000625,2026-01-01,insurance,0.5843
U000626,2026-01-01,gym,0.8738
U000627,2026-01-01,software,0.6199
U000628,2026-01-01,none,0.9963
U000629,2026-01-01,streaming,0.8886
U000630,2026-01-01,mobile,0.4695
U000631,2026-01-01,music,0.3971
U000632,2026-01-01,insurance,0.4432
U000633,2026-01-01,gym,0.6654
U000634,2026-01-01,mobile,0.6806
U000635,2026-01-01,music,0.892
U000636,2026-01-01,cloud,0.6698
U000637,2026-01-01,insurance,0.5738
U000638,2026-01-01,mobile,0.6009
U000639,2026-01-01,insurance,0.3849
U000640,2026-01-01,cloud,0.6424
U000641,2026-01-01,cloud,0.5562
U000642,2026-01-01,none,0.5269
U000643,2026-01-01,none,0.9759
U000644,2026-01-01,gym,0.5051
U000645,2026-01-01,none,0.4425
U000646,2026-01-01,music,0.357
U000647,2026-01-01,streaming,0.5982
U000648,2026-01-01,software,0.73
U000649,2026-01-01,mobile,0.6302
U000650,2026-01-01,none,0.9987
U000651,2026-01-01,insurance,0.822
U000652,2026-01-01,streaming,0.8523
U000653,2026-01-01,none,0.8672
U000654,2026-01-01,insurance,0.4778
U000655,2026-01-01,none,0.9051
U000656,2026-01-01,cloud,0.8537
U000657,2026-01-01,none,0.9172
U000658,2026-01-01,none,0.9338
U000659,2026-01-01,insurance,0.6896
U000660,2026-01-01,insurance,0.7009
U000661,2026-01-01,mobile,0.7264
U000662,2026-01-01,gym,0.7468
U000663,2026-01-01,cloud,0.5676
U000664,2026-01-01,none,0.3808
U000665,2026-01-01,insurance,0.3873
U000666,2026-01-01,insurance,0.8608
U000667,2026-01-01,none,0.9951
U000668,2026-01-01,none,0.9591
U000669,2026-01-01,mobile,0.4173
U000670,2026-01-01,gym,0.2995
U000671,2026-01-01,none,0.3905
U000672,2026-01-01,insurance,0.8518
U000673,2026-01-01,none,0.8911
U000674,2026-01-01,gym,0.8139
U000675,2026-01-01,none,0.9413
U000676,2026-01-01,gym,0.8654
U000677,2026-01-01,gym,0.5084
U000678,2026-01-01,software,0.5602
U000679,2026-01-01,streaming,0.8854
U000680,2026-01-01,gym,0.6579
U000681,2026-01-01,mobile,0.9267
U000682,2026-01-01,music,0.5549
U000683,2026-01-01,none,0.3515
U000684,2026-01-01,software,0.9086
U000685,2026-01-01,none,0.6643
U000686,2026-01-01,music,0.7678
U000687,2026-01-01,cloud,0.8645
U000688,2026-01-01,insurance,0.701
U000689,2026-01-01,mobile,0.7098
U000690,2026-01-01,gym,0.8587
U000691,2026-01-01,none,0.9749
U000692,2026-01-01,none,0.9973
U000693,2026-01-01,none,0.9976
U000694,2026-01-01,none,0.8603
U000695,2026-01-01,none,0.9969
U000696,2026-01-01,cloud,0.4102
U000697,2026-01-01,none,0.9995
U000698,2026-01-01,none,0.7636
U000699,2026-01-01,gym,0.7703
U000700,2026-01-01,cloud,0.4894
U000701,2026-01-01,software,0.852
U000702,2026-01-01,none,0.9998
U000703,2026-01-01,mobile,0.898
U000704,2026-01-01,cloud,0.743
U000705,2026-01-01,none,0.711
U000706,2026-01-01,none,0.6508
U000707,2026-01-01,cloud,0.6704
U000708,2026-01-01,gym,0.5516
U000709,2026-01-01,none,0.3804
U000710,2026-01-01,none,0.9817
U000711,2026-01-01,none,0.9996
U000712,2026-01-01,gym,0.4455
U000713,2026-01-01,none,0.9791
U000714,2026-01-01,music,0.4093
U000715,2026-01-01,mobile,0.8616
U000716,2026-01-01,gym,0.4812
U000717,2026-01-01,none,0.9995
U000718,2026-01-01,cloud,0.832
U000719,2026-01-01,none,0.6225
U000720,2026-01-01,software,0.6452
U000721,2026-01-01,streaming,0.5328
U000722,2026-01-01,mobile,0.4803
U000723,2026-01-01,none,0.9484
U000724,2026-01-01,gym,0.5555
U000725,2026-01-01,insurance,0.6878
U000726,2026-01-01,cloud,0.6731
U000727,2026-01-01,software,0.7353
U000728,2026-01-01,music,0.9032
U000729,2026-01-01,cloud,0.9337
U000730,2026-01-01,music,0.339
U000731,2026-01-01,music,0.9172
U000732,2026-01-01,gym,0.3934
U000733,2026-01-01,music,0.5863
U000734,2026-01-01,cloud,0.8649
U000735,2026-01-01,streaming,0.6173
U000736,2026-01-01,none,0.756
U000737,2026-01-01,streaming,0.8974
U000738,2026-01-01,software,0.7047
U000739,2026-01-01,none,0.8142
U000740,2026-01-01,none,0.8054
