client_id,cutoff_date,target_next_recurring_merchant,confidence
U000335,2026-01-01,cloud,0.3828
U000336,2026-01-01,streaming,0.4915
U000337,2026-01-01,streaming,0.5497
U000338,2026-01-01,none,0.3848
U000339,2026-01-01,insurance,0.5735
U000340,2026-01-01,none,0.5
U000341,2026-01-01,none,0.3296
U000342,2026-01-01,streaming,0.4003
U000343,2026-01-01,gym,1.0
U000344,2026-01-01,mobile,0.3207
U000345,2026-01-01,cloud,0.7235
U000346,2026-01-01,cloud,0.5187
U000347,2026-01-01,insurance,1.0
U000348,2026-01-01,software,0.395
U000349,2026-01-01,streaming,0.6455
U000350,2026-01-01,none,0.4062
U000351,2026-01-01,software,0.4589
U000352,2026-01-01,cloud,0.5679
U000353,2026-01-01,none,0.397
U000354,2026-01-01,none,0.278
U000355,2026-01-01,none,0.6253
U000356,2026-01-01,music,0.4037
U000357,2026-01-01,streaming,0.4165
U000358,2026-01-01,none,0.3724
U000359,2026-01-01,cloud,0.7055
U000360,2026-01-01,insurance,0.3364
U000361,2026-01-01,streaming,0.6567
U000362,2026-01-01,none,0.557
U000363,2026-01-01,none,0.5
U000364,2026-01-01,none,0.3053
U000365,2026-01-01,music,0.722
U000366,2026-01-01,software,0.3526
U000367,2026-01-01,mobile,0.4641
U000368,2026-01-01,none,0.3979
U000369,2026-01-01,music,0.4422
U000370,2026-01-01,insurance,0.5
U000371,2026-01-01,software,1.0
U000372,2026-01-01,insurance,0.4928
U000373,2026-01-01,streaming,0.4037
U000374,2026-01-01,none,0.6889
U000375,2026-01-01,none,0.7576
U000376,2026-01-01,mobile,0.4355
U000377,2026-01-01,none,0.4048
U000378,2026-01-01,cloud,0.8133
U000379,2026-01-01,none,0.2732
U000380,2026-01-01,music,0.5032
U000381,2026-01-01,music,1.0
U000382,2026-01-01,none,0.7576
U000383,2026-01-01,mobile,0.3051
U000384,2026-01-01,streaming,0.5206
U000385,2026-01-01,none,0.2985
U000386,2026-01-01,music,0.3764
U000387,2026-01-01,none,0.4653
U000388,2026-01-01,none,0.3861
U000389,2026-01-01,music,0.4293
U000390,2026-01-01,software,0.384
U000391,2026-01-01,insurance,0.4695
U000392,2026-01-01,streaming,0.3529
U000393,2026-01-01,music,0.3687
U000394,2026-01-01,music,0.6304
U000395,2026-01-01,music,0.3178
U000396,2026-01-01,gym,0.8195
U000397,2026-01-01,insurance,0.5
U000398,2026-01-01,none,0.85
U000399,2026-01-01,streaming,0.3418
U000400,2026-01-01,none,0.3581
U000401,2026-01-01,cloud,0.3725
U000402,2026-01-01,insurance,0.3508
U000403,2026-01-01,none,0.3675
U000404,2026-01-01,streaming,0.3366
U000405,2026-01-01,music,0.2723
U000406,2026-01-01,mobile,1.0
U000407,2026-01-01,none,0.6075
U000408,2026-01-01,none,0.3303
U000409,2026-01-01,insurance,0.4471
U000410,2026-01-01,software,0.4266
U000411,2026-01-01,gym,0.3545
U000412,2026-01-01,cloud,0.3495
U000413,2026-01-01,none,0.4767
U000414,2026-01-01,cloud,0.7092
U000415,2026-01-01,insurance,0.2373
U000416,2026-01-01,none,0.7576
U000417,2026-01-01,none,0.8333
U000418,2026-01-01,software,0.4331
U000419,2026-01-01,cloud,0.4699
U000420,2026-01-01,none,0.5696
U000421,2026-01-01,none,0.7576
U000422,2026-01-01,mobile,0.3526
U000423,2026-01-01,music,0.4448
U000424,2026-01-01,software,0.7053
U000425,2026-01-01,cloud,0.4502
U000426,2026-01-01,software,0.3212
U000427,2026-01-01,gym,0.5
U000428,2026-01-01,streaming,0.3986
U000429,2026-01-01,mobile,0.4872
U000430,2026-01-01,music,0.4057
U000431,2026-01-01,insurance,0.716
U000432,2026-01-01,music,0.2966
U000433,2026-01-01,none,0.3597
U000434,2026-01-01,streaming,0.5123
U000435,2026-01-01,insurance,0.4696
U000436,2026-01-01,none,0.3156
U000437,2026-01-01,music,0.3441
U000438,2026-01-01,streaming,0.2753
U000439,2026-01-01,streaming,0.422
U000440,2026-01-01,streaming,0.5496
U000441,2026-01-01,streaming,0.4271
U000442,2026-01-01,cloud,0.5462
U000443,2026-01-01,none,0.7576
U000444,2026-01-01,cloud,0.6295
U000445,2026-01-01,streaming,0.7207
U000446,2026-01-01,none,0.2771
U000447,2026-01-01,streaming,0.6809
U000448,2026-01-01,streaming,0.3337
U000449,2026-01-01,mobile,0.3896
U000450,2026-01-01,cloud,0.6084
U000451,2026-01-01,software,0.5119
U000452,2026-01-01,gym,0.4449
U000453,2026-01-01,music,0.5714
U000454,2026-01-01,music,0.604
U000455,2026-01-01,none,0.584
U000456,2026-01-01,none,0.4767
U000457,2026-01-01,none,0.7465
U000458,2026-01-01,mobile,0.4514
U000459,2026-01-01,none,0.2807
U000460,2026-01-01,none,0.355
U000461,2026-01-01,none,0.3947
U000462,2026-01-01,mobile,0.3172
U000463,2026-01-01,gym,0.6751
U000464,2026-01-01,none,0.4561
U000465,2026-01-01,streaming,0.4723
U000466,2026-01-01,none,0.8333
U000467,2026-01-01,insurance,0.6699
U000468,2026-01-01,mobile,0.3034
U000469,2026-01-01,mobile,0.8591
U000470,2026-01-01,none,0.4504
U000471,2026-01-01,none,0.7576
U000472,2026-01-01,music,0.8512
U000473,2026-01-01,mobile,1.0
U000474,2026-01-01,none,0.4175
U000475,2026-01-01,gym,0.4841
U000476,2026-01-01,none,0.8
U000477,2026-01-01,none,0.4488
U000478,2026-01-01,none,0.5341
U000479,2026-01-01,mobile,0.4047
U000480,2026-01-01,gym,0.7278
U000481,2026-01-01,insurance,0.3563
U000482,2026-01-01,none,0.7576
U000483,2026-01-01,none,1.0
U000484,2026-01-01,cloud,0.4526
U000485,2026-01-01,none,0.7
U000486,2026-01-01,none,0.3892
U000487,2026-01-01,mobile,0.7537
U000488,2026-01-01,music,0.4759
U000489,2026-01-01,none,0.7576
U000490,2026-01-01,music,0.3724
U000491,2026-01-01,software,0.8
U000492,2026-01-01,none,0.3203
U000493,2026-01-01,none,0.4937
U000494,2026-01-01,none,0.5999
U000495,2026-01-01,streaming,0.3886
U000496,2026-01-01,none,0.7512
U000497,2026-01-01,music,0.2921
U000498,2026-01-01,cloud,0.2457
U000499,2026-01-01,none,0.2492
U000500,2026-01-01,cloud,0.3976
U000501,2026-01-01,none,0.4295
U000502,2026-01-01,none,0.7576
U000503,2026-01-01,streaming,0.4071
U000504,2026-01-01,none,0.7
U000505,2026-01-01,gym,0.5215
U000506,2026-01-01,mobile,0.2939
U000507,2026-01-01,none,0.3647
U000508,2026-01-01,cloud,0.5
U000509,2026-01-01,streaming,0.469
U000510,2026-01-01,music,0.3383
U000511,2026-01-01,none,0.3892
U000512,2026-01-01,insurance,0.4291
U000513,2026-01-01,streaming,0.6413
U000514,2026-01-01,none,0.3629
U000515,2026-01-01,mobile,0.7173
U000516,2026-01-01,none,0.2591
U000517,2026-01-01,none,0.461
U000518,2026-01-01,music,0.3553
U000519,2026-01-01,cloud,0.3282
U000520,2026-01-01,music,0.7868
U000521,2026-01-01,cloud,0.5884
U000522,2026-01-01,cloud,0.5661
U000523,2026-01-01,none,0.3839
U000524,2026-01-01,insurance,0.5773
U000525,2026-01-01,cloud,0.5856
U000526,2026-01-01,none,0.4047
U000527,2026-01-01,insurance,0.3167
U000528,2026-01-01,none,0.5297
U000529,2026-01-01,none,0.6667
U000530,2026-01-01,streaming,0.2569
U000531,2026-01-01,insurance,0.5
U000532,2026-01-01,gym,0.2811
U000533,2026-01-01,gym,0.4918
U000534,2026-01-01,mobile,0.9097
U000535,2026-01-01,insurance,0.3145
U000536,2026-01-01,none,0.3449
U000537,2026-01-01,mobile,1.0
U000538,2026-01-01,none,0.4735
U000539,2026-01-01,mobile,0.3739
U000540,2026-01-01,none,0.5634
U000541,2026-01-01,music,0.3339
U000542,2026-01-01,insurance,0.4005
U000543,2026-01-01,none,0.4876
U000544,2026-01-01,mobile,0.2968
U000545,2026-01-01,none,0.2977
U000546,2026-01-01,mobile,0.3599
U000547,2026-01-01,mobile,0.4019
U000548,2026-01-01,streaming,1.0
U000549,2026-01-01,mobile,0.429
U000550,2026-01-01,music,0.2952
U000551,2026-01-01,insurance,0.3579
U000552,2026-01-01,mobile,0.5658
U000553,2026-01-01,none,0.4672
U000554,2026-01-01,cloud,0.5
U000555,2026-01-01,none,0.2862
U000556,2026-01-01,gym,0.9908
U000557,2026-01-01,cloud,0.5994
U000558,2026-01-01,none,0.3497
U000559,2026-01-01,insurance,0.5456
U000560,2026-01-01,software,0.6132
U000561,2026-01-01,none,0.3846
U000562,2026-01-01,none,0.4193
U000563,2026-01-01,insurance,0.4547
U000564,2026-01-01,none,0.6946
U000565,2026-01-01,none,0.3378
U000566,2026-01-01,cloud,0.4624
U000567,2026-01-01,none,0.3835
U000568,2026-01-01,software,0.3634
U000569,2026-01-01,mobile,0.6228
U000570,2026-01-01,music,0.5
U000571,2026-01-01,mobile,0.8871
U000572,2026-01-01,streaming,1.0
U000573,2026-01-01,none,0.3198
U000574,2026-01-01,insurance,0.8565
U000575,2026-01-01,insurance,0.3412
U000576,2026-01-01,none,0.3057
U000577,2026-01-01,streaming,0.3785
U000578,2026-01-01,insurance,0.3916
U000579,2026-01-01,music,0.5016
U000580,2026-01-01,none,0.4176
U000581,2026-01-01,insurance,0.2777
U000582,2026-01-01,none,0.4031
U000583,2026-01-01,software,0.3956
U000584,2026-01-01,mobile,0.4676
U000585,2026-01-01,gym,0.3819
U000586,2026-01-01,music,0.321
U000587,2026-01-01,cloud,0.4682
U000588,2026-01-01,streaming,0.5764
U000589,2026-01-01,none,0.7576
U000590,2026-01-01,streaming,0.3638
U000591,2026-01-01,none,0.4101
U000592,2026-01-01,cloud,0.7748
U000593,2026-01-01,mobile,0.4758
U000594,2026-01-01,mobile,0.4007
U000595,2026-01-01,none,0.7576
U000596,2026-01-01,none,0.3047
U000597,2026-01-01,none,0.3368
U000598,2026-01-01,mobile,0.2952
U000599,2026-01-01,none,0.3772
U000600,2026-01-01,none,0.4531
U000601,2026-01-01,streaming,0.5176
U000602,2026-01-01,cloud,0.3264
U000603,2026-01-01,none,0.4683
U000604,2026-01-01,none,0.5
U000605,2026-01-01,none,0.7576
U000606,2026-01-01,mobile,0.3977
U000607,2026-01-01,none,0.4378
U000608,2026-01-01,none,0.578
U000609,2026-01-01,software,0.6732
U000610,2026-01-01,none,0.3754
U000611,2026-01-01,none,0.312
U000612,2026-01-01,music,1.0
U000613,2026-01-01,streaming,0.2605
U000614,2026-01-01,none,0.6498
U000615,2026-01-01,none,0.3516
U000616,2026-01-01,streaming,0.3765
U000617,2026-01-01,streaming,0.3816
U000618,2026-01-01,music,0.6491
U000619,2026-01-01,music,0.3554
U000620,2026-01-01,insurance,0.3762
U000621,2026-01-01,music,0.4458
U000622,2026-01-01,mobile,0.3741
U000623,2026-01-01,none,0.3394
U000624,2026-01-01,none,0.5663
U000625,2026-01-01,insurance,1.0
U000626,2026-01-01,gym,1.0
U000627,2026-01-01,software,0.4721
U000628,2026-01-01,none,0.7576
U000629,2026-01-01,streaming,0.7037
U000630,2026-01-01,streaming,0.2641
U000631,2026-01-01,music,0.2864
U000632,2026-01-01,software,0.464
U000633,2026-01-01,none,0.4597
U000634,2026-01-01,streaming,0.5284
U000635,2026-01-01,music,0.6376
U000636,2026-01-01,cloud,0.3978
U000637,2026-01-01,streaming,0.5205
U000638,2026-01-01,streaming,0.2816
U000639,2026-01-01,software,0.2971
U000640,2026-01-01,streaming,0.3465
U000641,2026-01-01,streaming,0.3013
U000642,2026-01-01,cloud,0.4694
U000643,2026-01-01,none,0.4862
U000644,2026-01-01,music,0.2734
U000645,2026-01-01,music,0.3651
U000646,2026-01-01,mobile,0.3741
U000647,2026-01-01,gym,0.689
U000648,2026-01-01,software,0.5445
U000649,2026-01-01,none,0.4674
U000650,2026-01-01,none,0.8333
U000651,2026-01-01,insurance,0.5045
U000652,2026-01-01,none,0.5
U000653,2026-01-01,insurance,0.4482
U000654,2026-01-01,music,0.3146
U000655,2026-01-01,software,0.4637
U000656,2026-01-01,cloud,0.7534
U000657,2026-01-01,insurance,1.0
U000658,2026-01-01,streaming,1.0
U000659,2026-01-01,none,0.5408
U000660,2026-01-01,none,0.3927
U000661,2026-01-01,gym,0.35
U000662,2026-01-01,gym,1.0
U000663,2026-01-01,cloud,0.5085
U000664,2026-01-01,music,0.6117
U000665,2026-01-01,insurance,0.2983
U000666,2026-01-01,insurance,0.6667
U000667,2026-01-01,mobile,0.5918
U000668,2026-01-01,none,0.6667
U000669,2026-01-01,mobile,0.2855
U000670,2026-01-01,mobile,0.2592
U000671,2026-01-01,none,0.5
U000672,2026-01-01,insurance,0.4209
U000673,2026-01-01,music,0.5443
U000674,2026-01-01,gym,0.783
U000675,2026-01-01,insurance,0.4562
U000676,2026-01-01,gym,0.8195
U000677,2026-01-01,gym,0.3828
U000678,2026-01-01,insurance,0.4105
U000679,2026-01-01,none,1.0
U000680,2026-01-01,gym,0.4254
U000681,2026-01-01,mobile,0.5587
U000682,2026-01-01,software,0.3656
U000683,2026-01-01,mobile,0.4735
U000684,2026-01-01,none,0.779
U000685,2026-01-01,none,0.4311
U000686,2026-01-01,music,0.5739
U000687,2026-01-01,cloud,0.5462
U000688,2026-01-01,insurance,0.3823
U000689,2026-01-01,music,0.4236
U000690,2026-01-01,gym,0.7608
U000691,2026-01-01,none,0.5081
U000692,2026-01-01,none,0.8
U000693,2026-01-01,insurance,0.4763
U000694,2026-01-01,insurance,0.3107
U000695,2026-01-01,insurance,0.6485
U000696,2026-01-01,cloud,0.7805
U000697,2026-01-01,none,0.4669
U000698,2026-01-01,streaming,0.75
U000699,2026-01-01,gym,0.4539
U000700,2026-01-01,software,0.2824
U000701,2026-01-01,software,0.6316
U000702,2026-01-01,none,0.4564
U000703,2026-01-01,mobile,0.6976
U000704,2026-01-01,cloud,0.7055
U000705,2026-01-01,insurance,0.6452
U000706,2026-01-01,none,0.6039
U000707,2026-01-01,none,0.3429
U000708,2026-01-01,none,0.4207
U000709,2026-01-01,software,0.3529
U000710,2026-01-01,none,0.6216
U000711,2026-01-01,streaming,0.4024
U000712,2026-01-01,gym,0.3226
U000713,2026-01-01,none,0.5634
U000714,2026-01-01,streaming,0.278
U000715,2026-01-01,none,0.6498
U000716,2026-01-01,insurance,0.5595
U000717,2026-01-01,software,0.3284
U000718,2026-01-01,insurance,0.334
U000719,2026-01-01,none,0.5509
U000720,2026-01-01,software,0.4651
U000721,2026-01-01,streaming,0.4561
U000722,2026-01-01,mobile,0.3137
U000723,2026-01-01,mobile,0.6228
U000724,2026-01-01,mobile,0.4913
U000725,2026-01-01,none,0.3949
U000726,2026-01-01,cloud,0.5
U000727,2026-01-01,none,0.3614
U000728,2026-01-01,music,0.5714
U000729,2026-01-01,none,0.3954
U000730,2026-01-01,none,0.3391
U000731,2026-01-01,music,0.5187
U000732,2026-01-01,gym,0.5693
U000733,2026-01-01,none,0.3185
U000734,2026-01-01,cloud,0.8095
U000735,2026-01-01,insurance,0.3477
U000736,2026-01-01,none,0.326
U000737,2026-01-01,streaming,1.0
U000738,2026-01-01,none,0.4704
U000739,2026-01-01,none,0.3366
U000740,2026-01-01,none,0.2581
U000741,2026-01-01,cloud,0.7443
