client_id,cutoff_date,target_next_recurring_merchant,confidence
U000180,2026-01-01,cloud,0.8574
U000181,2026-01-01,gym,0.6087
U000182,2026-01-01,none,0.9995
U000183,2026-01-01,insurance,0.4324
U000184,2026-01-01,insurance,0.6096
U000185,2026-01-01,cloud,0.877
U000186,2026-01-01,insurance,0.5537
U000187,2026-01-01,none,0.7995
U000188,2026-01-01,cloud,0.4617
U000189,2026-01-01,music,0.5754
U000190,2026-01-01,none,0.9675
U000191,2026-01-01,cloud,0.5428
U000192,2026-01-01,none,0.7183
U000193,2026-01-01,mobile,0.4399
U000194,2026-01-01,software,0.8133
U000195,2026-01-01,insurance,0.4451
U000196,2026-01-01,insurance,0.8232
U000197,2026-01-01,cloud,0.5106
U000198,2026-01-01,none,0.9742
U000199,2026-01-01,software,0.6739
U000200,2026-01-01,music,0.6615
U000201,2026-01-01,none,0.9141
U000202,2026-01-01,music,0.5305
U000203,2026-01-01,gym,0.579
U000204,2026-01-01,software,0.5969
U000205,2026-01-01,music,0.773
U000206,2026-01-01,none,0.9937
U000207,2026-01-01,insurance,0.4163
U000208,2026-01-01,none,0.9082
U000209,2026-01-01,none,0.9965
U000210,2026-01-01,streaming,0.5
U000211,2026-01-01,insurance,0.8592
U000212,2026-01-01,mobile,0.8095
U000213,2026-01-01,none,0.4095
U000214,2026-01-01,none,0.9734
U000215,2026-01-01,none,0.9893
U000216,2026-01-01,cloud,0.7572
U000217,2026-01-01,none,0.9593
U000218,2026-01-01,insurance,0.5638
U000219,2026-01-01,insurance,0.3361
U000220,2026-01-01,none,0.2964
U000221,2026-01-01,none,0.5334
U000222,2026-01-01,insurance,0.4251
U000223,2026-01-01,software,0.5694
U000224,2026-01-01,none,0.3378
U000225,2026-01-01,software,0.7229
U000226,2026-01-01,gym,0.6152
U000227,2026-01-01,mobile,0.2929
U000228,2026-01-01,none,0.9429
U000229,2026-01-01,none,0.9629
U000230,2026-01-01,software,0.6737
U000231,2026-01-01,insurance,0.3321
U000232,2026-01-01,none,0.5756
U000233,2026-01-01,music,0.5789
U000234,2026-01-01,insurance,0.5085
U000235,2026-01-01,none,0.7447
U000236,2026-01-01,insurance,0.7855
U000237,2026-01-01,music,0.5
U000238,2026-01-01,streaming,0.6248
U000239,2026-01-01,software,0.7713
U000240,2026-01-01,gym,0.4081
U000241,2026-01-01,none,0.9387
U000242,2026-01-01,gym,0.779
U000243,2026-01-01,mobile,0.3256
U000244,2026-01-01,none,0.5477
U000245,2026-01-01,cloud,0.6035
U000246,2026-01-01,insurance,0.429
U000247,2026-01-01,mobile,0.9146
U000248,2026-01-01,software,0.7865
U000249,2026-01-01,music,0.7691
U000250,2026-01-01,streaming,0.8276
U000251,2026-01-01,streaming,0.5383
U000252,2026-01-01,music,0.7522
U000253,2026-01-01,cloud,0.695
U000254,2026-01-01,none,0.9615
U000255,2026-01-01,none,0.8784
U000256,2026-01-01,none,0.7193
U000257,2026-01-01,none,0.8265
U000258,2026-01-01,insurance,0.508
U000259,2026-01-01,software,0.3616
U000260,2026-01-01,insurance,0.432
U000261,2026-01-01,cloud,0.5868
U000262,2026-01-01,none,0.42
U000263,2026-01-01,cloud,0.5747
U000264,2026-01-01,streaming,0.7166
U000265,2026-01-01,music,0.5863
U000266,2026-01-01,streaming,0.469
U000267,2026-01-01,mobile,0.8255
U000268,2026-01-01,insurance,0.6786
U000269,2026-01-01,none,0.9694
U000270,2026-01-01,none,0.9681
U000271,2026-01-01,insurance,0.3326
U000272,2026-01-01,mobile,0.5042
U000273,2026-01-01,gym,0.5004
U000274,2026-01-01,software,0.3808
U000275,2026-01-01,gym,0.3829
U000276,2026-01-01,none,0.9156
U000277,2026-01-01,cloud,0.5147
U000278,2026-01-01,mobile,0.5035
U000279,2026-01-01,software,0.367
U000280,2026-01-01,gym,0.6218
U000281,2026-01-01,cloud,0.7525
U000282,2026-01-01,music,0.6551
U000283,2026-01-01,none,0.5485
U000284,2026-01-01,cloud,0.3565
U000285,2026-01-01,insurance,0.4912
U000286,2026-01-01,cloud,0.7626
U000287,2026-01-01,mobile,0.8618
U000288,2026-01-01,streaming,0.6035
U000289,2026-01-01,streaming,0.7066
U000290,2026-01-01,mobile,0.4574
U000291,2026-01-01,streaming,0.4741
U000292,2026-01-01,music,0.445
U000293,2026-01-01,mobile,0.6534
U000294,2026-01-01,streaming,0.5994
U000295,2026-01-01,mobile,0.5443
U000296,2026-01-01,streaming,0.8249
U000297,2026-01-01,music,0.5199
U000298,2026-01-01,mobile,0.6411
U000299,2026-01-01,software,0.7848
U000300,2026-01-01,insurance,0.6735
U000301,2026-01-01,music,0.3749
U000302,2026-01-01,mobile,0.6133
U000303,2026-01-01,streaming,0.603
U000304,2026-01-01,insurance,0.3228
U000305,2026-01-01,none,0.9866
U000306,2026-01-01,none,0.8691
U000307,2026-01-01,mobile,0.7114
U000308,2026-01-01,none,0.3493
U000309,2026-01-01,insurance,0.3781
U000310,2026-01-01,streaming,0.4662
U000311,2026-01-01,none,0.9666
U000312,2026-01-01,mobile,0.5034
U000313,2026-01-01,insurance,0.6484
U000314,2026-01-01,mobile,0.8363
U000315,2026-01-01,none,0.5763
U000316,2026-01-01,cloud,0.5207
U000317,2026-01-01,music,0.3762
U000318,2026-01-01,gym,0.5932
U000319,2026-01-01,software,0.7235
U000320,2026-01-01,none,0.9669
U000321,2026-01-01,none,0.9228
U000322,2026-01-01,software,0.4025
U000323,2026-01-01,none,0.946
U000324,2026-01-01,cloud,0.5972
U000325,2026-01-01,mobile,0.6845
U000326,2026-01-01,mobile,0.8189
U000327,2026-01-01,mobile,0.5668
U000328,2026-01-01,cloud,0.4379
U000329,2026-01-01,software,0.6992
U000330,2026-01-01,none,0.5538
U000331,2026-01-01,none,0.9999
U000332,2026-01-01,music,0.619
U000333,2026-01-01,none,0.9983
U000334,2026-01-01,mobile,0.371
U000335,2026-01-01,music,0.4546
U000336,2026-01-01,software,0.8205
U000337,2026-01-01,mobile,0.6214
U000338,2026-01-01,gym,0.6918
U000339,2026-01-01,insurance,0.6601
U000340,2026-01-01,none,0.4665
U000341,2026-01-01,software,0.4572
U000342,2026-01-01,music,0.5929
U000343,2026-01-01,gym,0.853
U000344,2026-01-01,gym,0.6396
U000345,2026-01-01,software,0.6453
U000346,2026-01-01,gym,0.6873
U000347,2026-01-01,insurance,0.513
U000348,2026-01-01,none,0.3559
U000349,2026-01-01,streaming,0.5931
U000350,2026-01-01,none,0.8362
U000351,2026-01-01,none,0.9569
U000352,2026-01-01,none,0.9098
U000353,2026-01-01,gym,0.2819
U000354,2026-01-01,software,0.4905
U000355,2026-01-01,none,0.9842
U000356,2026-01-01,mobile,0.3576
U000357,2026-01-01,gym,0.6388
U000358,2026-01-01,mobile,0.7123
U000359,2026-01-01,cloud,0.8165
U000360,2026-01-01,insurance,0.2896
U000361,2026-01-01,none,0.6056
U000362,2026-01-01,mobile,0.7838
U000363,2026-01-01,none,0.9792
U000364,2026-01-01,none,0.6623
U000365,2026-01-01,none,0.541
U000366,2026-01-01,software,0.6657
U000367,2026-01-01,none,0.9853
U000368,2026-01-01,software,0.776
U000369,2026-01-01,none,0.6273
U000370,2026-01-01,mobile,0.8302
U000371,2026-01-01,software,0.7855
U000372,2026-01-01,insurance,0.7432
U000373,2026-01-01,none,0.9646
U000374,2026-01-01,software,0.7003
U000375,2026-01-01,none,0.8358
U000376,2026-01-01,music,0.7519
U000377,2026-01-01,none,0.9809
U000378,2026-01-01,cloud,0.7465
U000379,2026-01-01,none,0.9557
U000380,2026-01-01,music,0.5366
U000381,2026-01-01,music,0.8124
U000382,2026-01-01,none,0.9761
U000383,2026-01-01,gym,0.4376
U000384,2026-01-01,gym,0.8179
U000385,2026-01-01,cloud,0.443
U000386,2026-01-01,cloud,0.5546
U000387,2026-01-01,insurance,0.719
U000388,2026-01-01,none,0.9938
U000389,2026-01-01,mobile,0.6517
U000390,2026-01-01,none,0.9987
U000391,2026-01-01,none,0.8302
U000392,2026-01-01,cloud,0.3083
U000393,2026-01-01,mobile,0.4665
U000394,2026-01-01,none,0.9525
U000395,2026-01-01,music,0.5443
U000396,2026-01-01,gym,0.6459
U000397,2026-01-01,insurance,0.8211
U000398,2026-01-01,streaming,0.6693
U000399,2026-01-01,none,0.6367
U000400,2026-01-01,mobile,0.42
U000401,2026-01-01,none,0.9932
U000402,2026-01-01,insurance,0.7793
U000403,2026-01-01,mobile,0.3611
U000404,2026-01-01,insurance,0.5209
U000405,2026-01-01,gym,0.5726
U000406,2026-01-01,none,0.5016
U000407,2026-01-01,none,0.7945
U000408,2026-01-01,gym,0.4478
U000409,2026-01-01,insurance,0.4837
U000410,2026-01-01,software,0.562
U000411,2026-01-01,streaming,0.6264
U000412,2026-01-01,mobile,0.4062
U000413,2026-01-01,insurance,0.6982
U000414,2026-01-01,cloud,0.683
U000415,2026-01-01,gym,0.4175
U000416,2026-01-01,none,0.9338
U000417,2026-01-01,none,0.4674
U000418,2026-01-01,software,0.7731
U000419,2026-01-01,none,0.9996
U000420,2026-01-01,none,0.961
U000421,2026-01-01,none,0.9832
U000422,2026-01-01,insurance,0.4549
U000423,2026-01-01,cloud,0.7404
U000424,2026-01-01,software,0.4856
U000425,2026-01-01,cloud,0.6161
U000426,2026-01-01,none,0.9753
U000427,2026-01-01,gym,0.86
U000428,2026-01-01,streaming,0.6805
U000429,2026-01-01,streaming,0.6131
U000430,2026-01-01,music,0.9452
U000431,2026-01-01,cloud,0.4517
U000432,2026-01-01,none,0.4501
U000433,2026-01-01,insurance,0.6222
U000434,2026-01-01,streaming,0.8998
U000435,2026-01-01,insurance,0.543
U000436,2026-01-01,cloud,0.6512
U000437,2026-01-01,none,0.988
U000438,2026-01-01,mobile,0.5092
U000439,2026-01-01,streaming,0.9094
U000440,2026-01-01,mobile,0.6497
U000441,2026-01-01,music,0.5084
U000442,2026-01-01,cloud,0.6407
U000443,2026-01-01,none,0.9783
U000444,2026-01-01,gym,0.5593
U000445,2026-01-01,streaming,0.8193
U000446,2026-01-01,mobile,0.463
U000447,2026-01-01,gym,0.5403
U000448,2026-01-01,none,0.4821
U000449,2026-01-01,none,0.8498
U000450,2026-01-01,gym,0.5909
U000451,2026-01-01,none,0.525
U000452,2026-01-01,gym,0.3715
U000453,2026-01-01,none,0.9702
U000454,2026-01-01,music,0.7931
U000455,2026-01-01,software,0.453
U000456,2026-01-01,none,0.7691
U000457,2026-01-01,none,0.789
U000458,2026-01-01,software,0.5254
U000459,2026-01-01,streaming,0.4041
U000460,2026-01-01,music,0.3498
U000461,2026-01-01,none,0.9994
U000462,2026-01-01,insurance,0.2782
U000463,2026-01-01,gym,0.4093
U000464,2026-01-01,gym,0.5639
U000465,2026-01-01,none,0.8981
U000466,2026-01-01,none,0.9363
U000467,2026-01-01,insurance,0.6823
U000468,2026-01-01,streaming,0.6684
U000469,2026-01-01,mobile,0.8741
U000470,2026-01-01,streaming,0.4242
U000471,2026-01-01,none,0.3597
U000472,2026-01-01,music,0.8333
U000473,2026-01-01,none,0.806
U000474,2026-01-01,mobile,0.4231
U000475,2026-01-01,software,0.7896
U000476,2026-01-01,none,0.861
U000477,2026-01-01,streaming,0.5091
U000478,2026-01-01,software,0.5144
U000479,2026-01-01,music,0.4634
U000480,2026-01-01,none,0.9512
U000481,2026-01-01,streaming,0.3407
U000482,2026-01-01,none,0.9623
U000483,2026-01-01,cloud,0.8886
U000484,2026-01-01,cloud,0.4367
U000485,2026-01-01,streaming,0.8707
U000486,2026-01-01,cloud,0.5217
U000487,2026-01-01,mobile,0.8939
U000488,2026-01-01,mobile,0.907
U000489,2026-01-01,none,0.99
U000490,2026-01-01,music,0.7632
U000491,2026-01-01,software,0.8668
U000492,2026-01-01,none,0.8537
U000493,2026-01-01,none,0.7896
U000494,2026-01-01,none,0.9906
U000495,2026-01-01,music,0.7344
U000496,2026-01-01,software,0.9064
U000497,2026-01-01,mobile,0.268
U000498,2026-01-01,music,0.3241
U000499,2026-01-01,none,0.9892
U000500,2026-01-01,none,0.3784
U000501,2026-01-01,software,0.4346
U000502,2026-01-01,none,0.9076
U000503,2026-01-01,gym,0.6116
U000504,2026-01-01,streaming,0.8826
U000505,2026-01-01,gym,0.5677
U000506,2026-01-01,mobile,0.3199
U000507,2026-01-01,none,0.9975
U000508,2026-01-01,cloud,0.8023
U000509,2026-01-01,software,0.6009
U000510,2026-01-01,music,0.4714
U000511,2026-01-01,streaming,0.43
U000512,2026-01-01,insurance,0.6694
U000513,2026-01-01,none,0.4954
U000514,2026-01-01,software,0.4869
U000515,2026-01-01,mobile,0.5377
U000516,2026-01-01,music,0.2415
U000517,2026-01-01,gym,0.6252
U000518,2026-01-01,music,0.3042
U000519,2026-01-01,streaming,0.4512
U000520,2026-01-01,music,0.6082
U000521,2026-01-01,none,0.7315
U000522,2026-01-01,mobile,0.5311
U000523,2026-01-01,software,0.7118
U000524,2026-01-01,gym,0.3334
U000525,2026-01-01,cloud,0.4106
U000526,2026-01-01,none,0.5105
U000527,2026-01-01,insurance,0.6221
U000528,2026-01-01,cloud,0.797
U000529,2026-01-01,none,0.9097
U000530,2026-01-01,software,0.3932
U000531,2026-01-01,mobile,0.8642
U000532,2026-01-01,mobile,0.4128
U000533,2026-01-01,none,0.9834
U000534,2026-01-01,mobile,0.6777
U000535,2026-01-01,insurance,0.6895
U000536,2026-01-01,cloud,0.6121
U000537,2026-01-01,mobile,0.8748
U000538,2026-01-01,software,0.5134
U000539,2026-01-01,gym,0.5259
U000540,2026-01-01,none,0.4252
U000541,2026-01-01,insurance,0.7028
U000542,2026-01-01,gym,0.8723
U000543,2026-01-01,software,0.429
U000544,2026-01-01,insurance,0.3418
U000545,2026-01-01,gym,0.4821
U000546,2026-01-01,music,0.3522
U000547,2026-01-01,software,0.5918
U000548,2026-01-01,streaming,0.8337
U000549,2026-01-01,none,0.9495
U000550,2026-01-01,cloud,0.4624
U000551,2026-01-01,insurance,0.7976
U000552,2026-01-01,insurance,0.5381
U000553,2026-01-01,insurance,0.6114
U000554,2026-01-01,cloud,0.5318
U000555,2026-01-01,streaming,0.4098
U000556,2026-01-01,gym,0.7253
U000557,2026-01-01,cloud,0.7646
U000558,2026-01-01,none,0.9959
U000559,2026-01-01,insurance,0.8251
U000560,2026-01-01,software,0.6278
U000561,2026-01-01,mobile,0.3896
U000562,2026-01-01,cloud,0.4121
U000563,2026-01-01,insurance,0.8136
U000564,2026-01-01,cloud,0.597
U000565,2026-01-01,music,0.4413
U000566,2026-01-01,mobile,0.6966
U000567,2026-01-01,mobile,0.3649
U000568,2026-01-01,mobile,0.5218
U000569,2026-01-01,none,0.9142
U000570,2026-01-01,music,0.4433
U000571,2026-01-01,none,0.9941
U000572,2026-01-01,streaming,0.9144
U000573,2026-01-01,gym,0.3225
U000574,2026-01-01,insurance,0.8097
U000575,2026-01-01,none,0.5659
U000576,2026-01-01,gym,0.4796
U000577,2026-01-01,mobile,0.5136
U000578,2026-01-01,music,0.4723
U000579,2026-01-01,music,0.7206
U000580,2026-01-01,cloud,0.5246
U000581,2026-01-01,insurance,0.5125
U000582,2026-01-01,mobile,0.6723
U000583,2026-01-01,software,0.7248
U000584,2026-01-01,none,0.9982
U000585,2026-01-01,software,0.6376
U000586,2026-01-01,insurance,0.4761
U000587,2026-01-01,cloud,0.8413
U000588,2026-01-01,none,0.9091
U000589,2026-01-01,none,0.5781
U000590,2026-01-01,streaming,0.4317
U000591,2026-01-01,mobile,0.5527
U000592,2026-01-01,gym,0.5254
U000593,2026-01-01,streaming,0.8192
U000594,2026-01-01,mobile,0.7311
U000595,2026-01-01,none,0.851
U000596,2026-01-01,insurance,0.7792
U000597,2026-01-01,software,0.7236
U000598,2026-01-01,software,0.3858
U000599,2026-01-01,gym,0.4566
U000600,2026-01-01,mobile,0.6326
U000601,2026-01-01,software,0.5204
U000602,2026-01-01,none,0.8986
U000603,2026-01-01,insurance,0.4914
U000604,2026-01-01,none,0.9586
U000605,2026-01-01,none,0.9116
U000606,2026-01-01,insurance,0.4436
U000607,2026-01-01,streaming,0.7027
U000608,2026-01-01,software,0.6116
U000609,2026-01-01,music,0.4454
U000610,2026-01-01,none,0.4234
U000611,2026-01-01,mobile,0.5175
U000612,2026-01-01,none,0.5305
U000613,2026-01-01,insurance,0.5229
U000614,2026-01-01,mobile,0.8571
U000615,2026-01-01,software,0.4533
U000616,2026-01-01,none,0.9863
U000617,2026-01-01,none,0.9764
U000618,2026-01-01,music,0.936
U000619,2026-01-01,none,0.953
U000620,2026-01-01,gym,0.378
U000621,2026-01-01,streaming,0.8695
U000622,2026-01-01,none,0.6835
U000623,2026-01-01,cloud,0.582
U000624,2026-01-01,software,0.6543
U000625,2026-01-01,insurance,0.8528
U000626,2026-01-01,gym,0.8542
U000627,2026-01-01,software,0.7002
U000628,2026-01-01,none,0.9728
U000629,2026-01-01,streaming,0.8087
U000630,2026-01-01,mobile,0.5183
U000631,2026-01-01,insurance,0.3898
U000632,2026-01-01,insurance,0.3882
U000633,2026-01-01,gym,0.4667
U000634,2026-01-01,mobile,0.6929
U000635,2026-01-01,music,0.8761
U000636,2026-01-01,cloud,0.802
U000637,2026-01-01,insurance,0.6682
U000638,2026-01-01,mobile,0.5016
U000639,2026-01-01,insurance,0.5324
U000640,2026-01-01,cloud,0.6945
U000641,2026-01-01,cloud,0.5874
U000642,2026-01-01,none,0.9198
U000643,2026-01-01,software,0.71
U000644,2026-01-01,gym,0.6747
U000645,2026-01-01,none,0.5927
U000646,2026-01-01,gym,0.4903
U000647,2026-01-01,streaming,0.6357
U000648,2026-01-01,software,0.676
U000649,2026-01-01,mobile,0.6844
U000650,2026-01-01,none,0.9529
U000651,2026-01-01,insurance,0.755
U000652,2026-01-01,streaming,0.8662
U000653,2026-01-01,none,0.8192
U000654,2026-01-01,insurance,0.523
U000655,2026-01-01,none,0.98
U000656,2026-01-01,cloud,0.8138
U000657,2026-01-01,none,0.6451
U000658,2026-01-01,none,0.6894
U000659,2026-01-01,insurance,0.6249
U000660,2026-01-01,insurance,0.7762
U000661,2026-01-01,mobile,0.7609
U000662,2026-01-01,gym,0.7463
U000663,2026-01-01,cloud,0.4904
U000664,2026-01-01,none,0.3727
U000665,2026-01-01,insurance,0.4032
U000666,2026-01-01,insurance,0.8692
U000667,2026-01-01,none,0.9942
U000668,2026-01-01,none,0.8587
U000669,2026-01-01,mobile,0.4172
U000670,2026-01-01,cloud,0.3134
U000671,2026-01-01,none,0.9709
U000672,2026-01-01,insurance,0.8089
U000673,2026-01-01,none,0.8655
U000674,2026-01-01,gym,0.7399
U000675,2026-01-01,none,0.7427
U000676,2026-01-01,none,0.6556
U000677,2026-01-01,gym,0.5651
U000678,2026-01-01,insurance,0.4363
U000679,2026-01-01,streaming,0.6857
U000680,2026-01-01,gym,0.7044
U000681,2026-01-01,mobile,0.9196
U000682,2026-01-01,music,0.4402
U000683,2026-01-01,none,0.3104
U000684,2026-01-01,software,0.8017
U000685,2026-01-01,none,0.6888
U000686,2026-01-01,music,0.8011
U000687,2026-01-01,cloud,0.8464
U000688,2026-01-01,insurance,0.8119
U000689,2026-01-01,mobile,0.7579
U000690,2026-01-01,gym,0.6989
U000691,2026-01-01,none,0.9709
U000692,2026-01-01,none,0.9893
U000693,2026-01-01,none,0.8989
U000694,2026-01-01,none,0.8514
U000695,2026-01-01,none,0.9923
U000696,2026-01-01,gym,0.3785
U000697,2026-01-01,none,0.6586
U000698,2026-01-01,streaming,0.4625
U000699,2026-01-01,gym,0.7674
U000700,2026-01-01,cloud,0.5144
U000701,2026-01-01,software,0.8174
U000702,2026-01-01,none,0.9996
U000703,2026-01-01,mobile,0.8407
U000704,2026-01-01,none,0.5336
U000705,2026-01-01,none,0.7202
U000706,2026-01-01,none,0.4898
U000707,2026-01-01,cloud,0.6114
U000708,2026-01-01,insurance,0.4738
U000709,2026-01-01,music,0.5077
U000710,2026-01-01,software,0.4079
U000711,2026-01-01,none,0.9936
U000712,2026-01-01,gym,0.522
U000713,2026-01-01,none,0.9046
U000714,2026-01-01,music,0.3354
U000715,2026-01-01,mobile,0.8185
U000716,2026-01-01,gym,0.4316
U000717,2026-01-01,none,0.9549
U000718,2026-01-01,cloud,0.7825
U000719,2026-01-01,none,0.736
U000720,2026-01-01,software,0.6637
U000721,2026-01-01,streaming,0.411
U000722,2026-01-01,mobile,0.3706
U000723,2026-01-01,mobile,0.5828
U000724,2026-01-01,gym,0.6611
U000725,2026-01-01,insurance,0.7095
U000726,2026-01-01,cloud,0.66
U000727,2026-01-01,software,0.604
U000728,2026-01-01,music,0.8635
U000729,2026-01-01,cloud,0.92
U000730,2026-01-01,music,0.4407
U000731,2026-01-01,music,0.8663
U000732,2026-01-01,gym,0.4142
U000733,2026-01-01,music,0.5198
U000734,2026-01-01,cloud,0.829
U000735,2026-01-01,streaming,0.4848
U000736,2026-01-01,insurance,0.249
U000737,2026-01-01,streaming,0.8377
U000738,2026-01-01,software,0.8712
